Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
CFHT-Tau 18 B,x,J04292165+2701259,67.34041666666667,27.023888888888887,142.0,3,M9,,,,,,,,,,,,,,,63.0,31.0,610.0,,,
USco J160830.49-233511.0,,,242.12708333333333,-23.586388888888887,145.0,15,M9,,,,,,14.88,14.29,13.76,,,,,2400,,18.0,,,,,
DENIS-P J0644143-284141,,,101.05958333333334,-28.69472222222222,,,M9.5,,,,,,,,,,,,,,,,,,,,
ULAS J014811.69+140028.4,,,27.04875,14.007777777777777,,,M9.5,,22.14,,21.33,,17.97,17.16,,16.55,16.03,15.78,>12.89,,,,,,2013.0,,
2MASS J08572787-0332396,,J08572787-0332396,134.36625,-3.5444444444444443,36.0,2,M9.5,,,,,,14.37,,13.04,,,,,,,,,,2003.0,,
Roque 33,,,57.204166666666666,24.340277777777775,136.2,1.2,M9.5,,,,,,,,,16.06,,,,,,41.0,,,,,
SONYC-NGC1333-30,,J03283107+3117040,52.129583333333336,31.284444444444446,300.0,20,M9.5,,,,23.65,,16.82,15.35,,14.08,,,,2700,,20.0,,,2012.0,,
ULAS J115826.62+044746.8,,,179.61083333333335,4.796388888888889,116.0,12,M9.5,,23.35,,19.43,,16.54,16.08,15.73,,15.66,15.41,,,,,,,2012.0,,
2MASS J17331893+4633593,,J17331893+4633593,263.32875,46.56638888888889,21.0,1.3,M9.5,,,,,,13.21,12.41,11.86,,,,,,,,,,2003.0,,
WISE J064722.28+394446.3,,,101.84291666666667,39.74611111111111,97.2,16.5,M9.5,,,,,,16.83,16.2,,15.61,15.3,14.65,>12.23,,,,,,2015.0,,
CFHT-Pl-16,,,56.14666666666667,25.22861111111111,136.2,1.2,M9.5,,,,,18.66,15.66,14.99,,14.45,,,,,,65.0,,,,UNCON,
DENIS-P J1633131?755322,,J16331306-7553232,248.30458333333334,-75.88972222222223,19.5,3.3,M9.5,,,,,16.12,13.15,12.51,,12.13,,,,,,,,,2010.0,,
2MASS J21544859-7459134,,J21544859-7459134,328.7025,-74.98694444444445,,,M9.5,,,,,,14.29,,,,,,,2300,1.8,20.0,,,,,
GSC 08047-00232 B,x,J01521461-5219332,28.060833333333335,-52.325833333333335,,,M9.5,,,,,,,,,,,,,,,20.0,200.0,,2005.0,,
2MASS J01490895+2956131,,J01490895+2956131,27.2875,29.936944444444446,22.5,0.4,M9.5,,,,,,13.44,12.59,12.01,,,,,,,,,,2003.0,,
DENIS-P J100428.3-114648 A,x,J10042824-1146489,151.1175,-11.780277777777778,46.8,,M9.5,,,,,18.02,14.94,14.14,13.61,14.85,,,,,,84.0,,,2003.0,UNCON,
2MASS J01092170+2949255,,J01092170+2949255,17.340416666666666,29.823888888888888,18.0,1,M9.5,,,,,,12.91,12.16,11.68,,,,,,,,,,2003.0,,
2MASS J08121560-4719227,,J08121560-4719227,123.065,-47.323055555555555,58.65,21.11,M9.5,,,,,18.81,15.5,14.77,14.17,,,,,,,,,,2012.0,,
LP 415-20 B,x,,65.45416666666667,19.48611111111111,21.0,5,M9.5,,,,,,13.93,13.1,,12.63,,,,2000,1.0,83.0,2.27,14.4,2003.0,UNCON,
DENIS-P J0000286?124514,,J00002867-1245153,0.11958333333333333,-12.754166666666666,19.2,3.6,M9.5,,,18.73,,16.16,13.2,12.45,,11.97,,,,,,,,,2010.0,,
2MASS J22341394+2359559,,J22341394+2359559,338.55791666666664,23.99888888888889,20.7,1.3,M9.5,,,,,16.5,13.18,12.35,11.84,,,,,,,,,,2003.0,,
DENIS-P J222958.15-065043.2,,J22295812-0650433,337.4925,-6.845277777777778,38.0,,M9.5,,,,,18,14.61,13.87,13.44,13.2,,,,,,,,,,,
DENIS-P J1622326?120719,,J16223264-1207192,245.63583333333332,-12.121944444444445,22.0,3.8,M9.5,,,,,16.56,13.55,12.86,,12.41,,,,,,,,,2010.0,,
CFHTWIR-Oph 77,,,246.85666666666665,-24.62472222222222,125.0,?,M9.5,,,,,,18.23,16.54,15.36,,,,,2260,,,,,2012.0,,
DENIS-P J203608.64-130638.3,,J20360861-1306382,309.03583333333336,-13.110555555555555,41.7,,M9.5,,,20.61,,18.1,14.94,14.09,,13.58,,,,,,,,,,,
WISE J074015.81+590250.2,,,115.06583333333333,59.04722222222222,108.8,18.6,M9.5,,,,,,16.76,16.13,,15.56,15.31,14.9,>12.78,,,,,,2015.0,,
DENIS-P J0608528?275358,,J06085283-2753583,92.22,-27.899444444444445,31.25,3.52,M9.5,,,,,17.01,13.6,12.9,12.37,12.21,,,,2529,,18.0,,,2003.0,,
2MASS J04220512+1358474,,J04220512+1358474,65.52125,13.979722222222222,50.9,3.49,M9.5,,,,,,15.46,14.81,,14.25,13.93,13.64,,2421,,89.0,,,2008.0,UNCON,
2MASS J04421852+1754378,,J04421852+1754378,70.57708333333333,17.910555555555554,54.4,4.46,M9.5,,,,,,15.6,14.97,,14.23,13.82,13.6,,2421,,89.0,,,2008.0,UNCON,
SSSPM J1013-1356,,J10130734-1356204,153.28083333333333,-13.93888888888889,49.31,4.77,M9.5,,,,,,14.62,14.38,14.4,,13.8,13.6,,,,,,,2009.0,,
OTS 44,,J11100934-7632178,167.53875,-76.53833333333333,,,M9.5,,,,,,16.42,15.44,,14.67,,,,1700,,12.0,,,1999.0,,
2MASS J11240434+3808108 B,x,J11240434+3808108 B,171.01791666666668,38.13638888888889,20.3,1.3,M9.5,,,,17.18,,,,,,,,,,,81.0,170.0,,,UNCON,
2MASS J02594789-0913109 B,x,J02594789-0913109 B,44.94958333333334,-9.219722222222222,36.0,13,M9.5,,,,,,,,12.92,,,,,,,87.0,22.0,,,UNCON,
SONYC-NGC1333-40,,J03290279+3122172,52.26166666666666,31.37138888888889,300.0,20,M9.5,,,,,,16.96,14.88,,13.42,,,,2700,,,,,2012.0,UNCON,
2MASS J07490653-3252461,,J07490653-3252461,117.27708333333334,-32.879444444444445,44.23,9.83,M9.5,,,,,19.42,14.93,14.15,13.67,,,,,,,,,,2012.0,,
KPNO-Tau 4,,J04272799+2612052,66.86666666666666,26.20138888888889,132.0,17,M9.5,24.72,,20.54,,18.75,15,14.03,13.28,,,,,2330,,13.0,,,,,
LP 475-855 B,x,J04290287+1337586,67.26208333333334,13.633055555555556,29.0,5,M9.5,20.8,,,,14.81,12.65,11.94,,11.62,,,,,,84.0,8.5,85.0,,UNCON,
UScoCTIO 108 B,x,,241.47458333333333,-18.311944444444446,145.0,2,M9.5,,,,,,,,,,,,,,,14.0,670.0,92700.0,2007.0,,
WISEA J023421.83+601227.3,,,38.590833333333336,60.2075,,,M9.5,,,,,,,,,,,,,,,,,,2014.0,,
DENIS-P J002105.8-424442,x,J00210589-4244433,5.274583333333333,-42.74527777777778,23.0,2,M9.5,,,,,16.79,13.52,12.81,,12.3,,,,,,84.0,1800.0,170000.0,,UNCON,
2MASS J22373255+3922398,,J22373255+3922398,339.3858333333333,39.37777777777778,19.54,0.62,M9.5,,,,,,13.34,12.69,12.18,,11.71,11.43,11.01,2173,1.04,73.0,,,,,
2MASS J00242463-0158201,,J00242463-0158201,6.1025,-1.9722222222222223,11.5,0.5,M9.5,,,,,,11.86,11.12,10.58,,,,,,,,,,2007.0,,
2MASS J14153485-5212557,,J14153485-5212557,213.89541666666668,-52.21555555555556,41.3,2.5,M9.5,,,20.56,,18.35,14.68,13.96,13.43,,,,,,,,,,2012.0,,
DENIS-P J1956460?774717,,J19564606-7747177,299.19208333333336,-77.78833333333333,32.1,6.1,M9.5,,,,,17.46,14.36,13.64,13.23,13.04,,,,,,,,,2010.0,,
Oph 11 B,x,J16222521-2405139,245.605,-24.087777777777777,125.0,25,M9.5,,,19.4,,18.98,15.24,14.64,,14.03,,,,,,14.0,243.0,2000.0,2007.0,,
SONYC-NGC1333 -4,,,52.235,31.267777777777777,300.0,20,M9.5,,,,23.0,,18.17,17.57,,16.73,,,,2500,,15.0,,,2012.0,UNCON,
2MASS J16125907-3800071,,J16125907-3800071,243.24625,-38.00194444444445,57.24,20.84,M9.5,,,20.95,,18.77,15.45,14.72,14.32,,,,,,,,,,2012.0,,
2MASS J13154386-5908428,,J13154386-5908428,198.93291666666667,-59.14527777777778,49.53,16.9,M9.5,,,,,19,15.04,14.49,13.91,,,,,,,,,,2012.0,,
2MASS J12535039-4211215,,J12535039-4211215,193.46,-42.18944444444444,81.0,7.4,M9.5,,,,,,16,,,,,,,,1.71,13.0,,,,,
G 216-7 B,x,J22373255+3922398,339.3858333333333,39.37777777777778,19.54,0.62,M9.5,,,19.2,,16.1,13.34,12.69,12.18,12.18,,,,,,73.0,630.0,,2001.0,,
SDSS J143808.31+640836.3,,J14380829+6408363,219.53458333333333,64.14333333333335,18.4,1.1,M9.5,,19.54,18.8,17.19,15.8,12.99,12.16,11.65,,,,,,,,,,2007.0,,
DENIS-P J2126340?314322,,J21263403-3143224,321.64166666666665,-31.722777777777775,20.4,4,M9.5,,,,,16.26,13.47,12.79,12.36,12.29,,,,,,,,,2010.0,,
DENIS-P J0443376+000205,,J04433761+0002051,70.90666666666667,0.034722222222222224,15.3,1,M9.5,19.6,19.74,,16.93,15.88,12.51,11.8,11.22,11.22,,,,2600,,65.0,,,2002.0,,
CFHTWIR-Oph 98,,,246.93416666666667,-23.981111111111108,125.0,?,M9.5,,,,,,17.08,15.78,14.98,,,,,2260,,,,,2012.0,,
DENIS-P J1935560?284634,,J19355595-2846343,293.98333333333335,-28.77611111111111,29.0,?,M9.5,,,,,17.21,13.95,13.18,,12.71,,,,,,,,,2010.0,,
PC 0025+0447,,J00274197+0503417,6.925,5.0616666666666665,72.46,8.4,M9.5,24.0,,,,19.6,16.08,15.35,14.96,14.91,,,,,,,,,1999.0,,
2MASS J00381489-6403529,,J00381489-6403529,9.562083333333334,-64.06472222222222,,,M9.5,,,,,,14.52,,,,,,,1700,1.7,15.0,,,,,
