Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J17072343-0558249 B,x,J17072343-0558249,256.8475,-5.973611111111111,15.0,1,L3,,,,,,13.96,12.72,12.2,,,,,,,81.0,15.2,210.0,2003.0,UNCON,,256.84761428249,-5.97367283362,0.0031531,0.0024958,84.96,4364185165038935040,256.84801770697,0.1629,-5.97359242799,0.1203,83.5818,0.1913,436.972,92.072,90.278,0.194,18.091,0.154,244,4.9686,1620.88,1.185,42.62,95,0.9498,0.0387,15,1.235,false,3077.55,5.1192,16.966854,100.38,11.3512,20.334425,5967.1,15.308487,1.972,5.025938,,,0,,,100832568479212081,,199709770,421165784,0.003294,0.122809,0.009149,16.941263,0.003272,3150.95,0.208,3.1485,2.5016,0.0413,0.465622
2MASS J17072343-0558249 B,x,J17072343-0558249,256.8475,-5.973611111111111,15.0,1,L3,,,,,,13.96,12.72,12.2,,,,,,,81.0,15.2,210.0,2003.0,UNCON,,256.84830247734,-5.97342717914,0.0038205,0.001026,127.88,4364185160742355200,256.84830247734,3.0807,-5.97342717914,2.4817,,,,,,,,,110,21.8325,842.87,8.224,55.62,3,,,8,,false,434.218,3.09383,19.093098,,,,,,,,,,0,,,,,,,0.008212,,,19.093098,0.008212,434.218,,3.0807,2.4817,-0.8585,2.948544
2MASSI J0409095+210439,,J04090950+2104393,62.28958333333333,21.0775,37.5,3.6,L3,,,,,,15.51,14.5,13.85,,,,,,,,,,2000.0,,,62.28969253305,21.07753559571,0.0171475,0.0128857,96.6,52061020877271552,62.29013315914,0.8682,21.07677434714,0.5144,31.4932,0.9204,34.2155,194.666,92.508,1.069,-171.281,0.814,193,-0.0785,208.35,0.0,0.0,95,1.0352,0.171,12,0.994,false,113.39,0.9788,20.55093,37.1644,7.49247,21.413223,190.088,19.05051,2.004,2.362713,,,0,,,133290622899422998,,,,0.009769,0.218905,0.073552,20.535698,0.009644,114.992,0.618,17.0982,12.9511,-0.066,0.388556
SDSSp J120358.19+001550.3,,J12035812+0015500,180.99208333333334,0.2638888888888889,19.0,2,L3,,,,18.88,18.88,14.01,13.06,12.48,,,,,1600,1.52,,,,2000.0,,,180.99222742358,0.26391700259,0.0076093,0.0042653,96.99,3698979462002285824,180.98680696477,0.3776,0.26266314739,0.2832,66.2733,0.4974,133.2434,1251.795,-1219.59,0.48,-282.118,0.284,360,0.8874,421.36,0.959,2.767,95,1.2263,0.0608,12,1.033,false,408.625,1.07928,19.159054,67.7617,12.0305,20.761082,746.948,17.564669,1.994,3.196413,,,0,,,108311809888556287,1237648721768022400,112165383,,0.003977,0.192783,0.013562,19.133463,0.003929,418.371,0.484,7.5705,4.3338,-0.1462,0.528501
2MASS J23072655+8753294,,J23072655+8753294,346.86083333333335,87.8913888888889,25.0,?,L3,,,,,,14.69,13.84,13.17,,,,,,,,,,2008.0,,,346.86231456574,87.8915152461,0.0262738,0.021199,40.49,2304682788224934400,346.85977800043,0.8914,87.89077497826,0.936,32.8134,0.962,34.1083,167.879,-20.998,1.463,-166.561,1.499,228,17.6628,985.68,7.542,663.8,95,0.7837,0.3077,23,1.944,false,163.785,2.11228,20.151684,31.504,6.66009,21.592628,407.572,18.222383,2.681,3.370245,,,0,,,213473468612260127,,,,0.014271,0.229547,0.023055,20.126093,0.013951,167.691,1.146,23.4727,24.264,0.2089,0.495393
2MASS J12070374-3151298,,J12070374-3151298,181.76541666666665,-31.858333333333334,43.0,8,L3,,,,,,15.85,14.72,14,,13.58,13.24 >,12.42,,,,,,2002.0,,,181.76554821309,-31.85834114481,0.0384144,0.0169006,77.22,3466573662013906816,181.764352385,1.1429,-31.85856979156,0.8537,28.2302,1.9046,14.8219,234.248,-228.529,2.321,-51.444,1.175,231,0.08,307.77,3.59,2.296,95,1.1174,0.3305,12,1.002,false,89.9732,0.833676,20.802084,33.8337,10.4174,21.515167,151.21,19.298943,2.057,2.216225,,,0,,,,,97583076,,0.010431,0.334309,0.071997,20.789465,0.010319,91.025,0.691,37.6485,18.5442,0.3678,0.403209
DENIS-P J2329343?540858,,J23293174-5408587,352.38208333333336,-54.14972222222222,25.6,4.9,L3,,,,,18.37,14.96,14.28,13.82,13.22,,,,,,,,,2010.0,,,352.38231186778,-54.14969436296,0.0070391,0.0039896,156.43,6500949571097597824,352.38195614044,0.2343,-54.14946483383,0.3031,29.3832,0.4222,69.5943,69.746,-46.876,0.285,51.644,0.409,686,5.715,1073.84,2.281,8.301,95,0.8573,0.0771,30,1.158,false,208.242,0.573271,19.890945,39.9486,5.41446,21.33479,365.294,18.341288,1.946,2.993502,,,0,,,,,,,0.004065,0.147183,0.017267,19.865443,0.004014,213.191,0.466,4.6148,6.646,-0.402,0.492171
2MASS J23245065-5817554,,J23245065-5817554,351.21125,-58.29861111111111,36.0,?,L3,,,,,,15.57,14.49,13.85,,,,,,,,,,2008.0,,,351.2111401696,-58.29871899203,0.0119417,0.009385,142.65,6492543937848408192,351.21102833543,0.4579,-58.29889394043,0.5153,31.809,0.7101,44.7939,41.525,-13.223,0.643,-39.363,0.684,366,1.8117,450.52,1.574,0.9764,95,1.0163,0.1576,25,1.067,false,108.725,0.618348,20.59654,34.9992,6.48215,21.478395,186.572,19.07078,2.038,2.407616,,,0,,,,,489368730,,0.006762,0.201107,0.03898,20.58051,0.006679,110.342,0.645,10.3995,11.0695,-0.2284,0.440457
2MASSW J1635191+422305,,J16351919+4223053,248.83,42.38472222222222,12.0,,L3,,19.87,,16.87,16.5,12.88,12.22,11.79,,,,,,,,,,,,,248.82995824173,42.38479521512,0.0020167,0.0015967,21.62,1357204069195176448,248.82958163717,0.0818,42.3847889631,0.0895,23.5386,0.0916,256.9674,62.605,-62.589,0.103,-1.407,0.121,388,0.0096,1052.36,0.841,18.7,95,1.0371,0.0248,28,0.999,false,2112.18,3.80657,17.375542,67.8689,5.99025,20.759365,3865.65,15.779839,1.862,4.979527,,,0,,,158862488296882433,1237655502420115929,,662244472,0.003379,0.09587,0.004776,17.349951,0.003353,2162.55,0.105,1.66,1.9649,0.1593,0.285272
2MASS J11463449+2230527 B,x,J11463449+2230527,176.64375,22.514722222222222,27.2,0.6,L3,,,,,,,,,,,,,,,63.0,7.9,94.0,1999.0,,,176.6438920971,22.515010134,0.0023386,0.0013276,85.58,3979768893211203968,176.6438920971,2.3339,22.515010134,1.3359,,,,,,,,,135,40.9649,2536.06,11.367,148.8,3,,,11,,true,293.192,6.07905,19.519485,43.8776,5.83221,21.232935,701.928,17.632164,2.544,3.600771,,,0,,,,,,563173728,0.02268,0.144343,0.020514,19.519485,0.02268,293.192,0.976,2.3339,1.3359,0.0914,1.139126
2MASS J11463449+2230527 A,x,J11463449+2230527,176.64375,22.514722222222222,27.2,0.6,L3,22.56,,20.14,18.85,17.62,14.17,13.18,12.59,,,,,,,63.0,,,1999.0,,,176.6438920971,22.515010134,0.0023386,0.0013276,85.58,3979768893211203968,176.6438920971,2.3339,22.515010134,1.3359,,,,,,,,,135,40.9649,2536.06,11.367,148.8,3,,,11,,true,293.192,6.07905,19.519485,43.8776,5.83221,21.232935,701.928,17.632164,2.544,3.600771,,,0,,,,,,563173728,0.02268,0.144343,0.020514,19.519485,0.02268,293.192,0.976,2.3339,1.3359,0.0914,1.139126
DENIS-P J105847.9-154817,,J10584787-1548172,164.69958333333332,-15.804722222222223,17.33,0.3,L3,,,20.1,,17.76,14.16,13.23,12.53,12.65,,11.76,,,,,,,1997.0,,,164.69931917408,-15.80479178564,0.0055631,0.0044778,93.59,3562717226488303360,164.69812479261,0.2819,-15.80465471658,0.2466,55.0985,0.3208,171.7288,260.409,-258.576,0.343,30.841,0.277,203,0.594,249.23,0.797,1.295,95,1.1186,0.0757,15,1.028,false,378.658,1.18107,19.24175,41.7017,6.95191,21.288157,667.94,17.686052,1.874,3.602104,,,0,,,,,91223794,,0.004366,0.18102,0.019285,19.216159,0.004305,387.689,0.306,5.5592,4.4826,-0.0273,0.948673
2MASSI J0453264-175154,,J04532647-1751543,73.36041666666667,-17.865000000000002,31.0,6,L3,,,,,,15.14,14.06,13.47,,,,,,,,,,2003.0,,,73.36033309173,-17.86508889237,0.0068853,0.0053424,141.15,2979566285233332608,73.36054039484,0.3219,-17.86518044192,0.3078,33.064,0.5396,61.2779,48.94,44.394,0.378,-20.599,0.39,755,3.9706,1029.05,1.948,5.067,95,1.1107,0.0784,25,1.104,false,165.93,0.489486,20.137556,35.3292,4.30606,21.468208,299.803,18.555805,2.02,2.912403,,,0,,,86560733604312174,,22971359,,0.004225,0.132363,0.017281,20.113202,0.004171,169.694,0.552,5.9972,6.3232,-0.243,0.429432
SDSS J162603.03+211313.0,,,246.5125,21.220277777777778,26.8,5.1,L3,,,,20.56,,15.48,14.59,13.92,,,,,,,,,,2010.0,,,246.51259056704,21.22036384082,0.0220717,0.0130614,40.77,1298201217231698048,246.51294420686,0.8132,21.21976138488,0.7995,34.0674,0.9962,34.1984,154.52,74.174,1.11,-135.553,1.177,306,3.9455,541.71,4.66,6.137,95,1.1357,0.2138,19,1.164,false,93.45,0.838486,20.760918,39.5646,6.51389,21.345276,155.78,19.266617,2.09,2.078659,,,0,,,133462465128294455,1237662662146590451,,,0.010124,0.178777,0.056353,20.750736,0.010037,94.3305,0.745,17.482,18.7654,0.4772,0.434015
2MASS J22425317+2542573,,J22425317+2542573,340.7216666666667,25.715833333333332,27.0,2,L3,,,,,,14.81,13.74,13.05,,,,,,,,,,2001.0,,,340.72173451299,25.71590996469,0.0092804,0.0069351,49.27,1877650201620091008,340.7236037451,0.3669,25.7156138546,0.4901,46.9381,0.5022,93.4666,384.735,378.922,0.519,-66.627,0.493,230,3.9263,347.33,1.654,3.254,95,1.2262,0.108,15,1.19,false,239.806,0.988634,19.737717,18.77,4.90072,22.154879,409.912,18.216167,1.788,3.938711,,,0,,,138853407229479453,1237680306936480935,,,0.005256,0.283491,0.03158,19.712126,0.005168,245.526,0.176,8.3627,8.0179,0.2805,0.352889
SDSS J112647.03+581632.2,,,171.69583333333333,58.275555555555556,38.9,7.4,L3,,,,20.14,,15.84,15.11,14.54,,,,,,,,,,2010.0,,,171.69587294642,58.27572790968,0.0096112,0.007598,40.85,858218720114699904,171.6964558656,0.4191,58.2747400351,0.4192,18.38,0.6175,29.7636,232.726,68.966,0.525,-222.272,0.548,468,2.4262,601.39,1.923,1.887,95,1.2156,0.1186,28,1.08,false,118.868,0.587324,20.499708,29.9573,5.30715,21.647287,216.379,18.909857,2.072,2.737431,,,0,,,177931716963790737,1237658302207886043,,,0.006031,0.192366,0.034215,20.478049,0.005937,121.263,0.63,8.5179,8.8063,0.2285,0.62499
DENIS-P J0028554?192716,,J00285545-1927165,7.23125,-19.454722222222223,16.3,3.6,L3,,,,,17.61,14.19,13.33,12.85,12.77,,,,,,,,,2008.0,,,7.23102950468,-19.45458890007,0.0053283,0.0028827,48.19,2363496283669200768,7.23154272361,0.2331,-19.45448859326,0.2126,25.7421,0.2838,90.702,111.196,108.881,0.278,22.569,0.265,368,3.214,565.41,1.096,5.0,95,1.1245,0.0529,17,1.121,false,485.458,1.06276,18.971989,30.8559,7.13604,21.615194,873.306,17.39498,1.862,4.220215,,,0,,,84650072313234935,1237673016765579448,12011355,,0.003639,0.251113,0.014489,18.946398,0.003603,497.036,0.212,4.412,4.1515,0.5448,0.889133
SDSS J125214.08+142239.3,,J12521412+1422398,193.05875,14.377777777777778,78.5,15,L3,,22.82,,20.56,,16,15.16,14.49,,,,,,,,,,2010.0,,,193.05842912691,14.37740778978,0.0044783,0.0025647,97.81,3930734866500949120,193.05842912691,4.4504,14.37740778978,2.6128,,,,,,,,,96,2.0802,121.24,2.818,0.5027,3,,,6,,false,71.4633,1.47872,21.05216,119.929,253.592,20.141235,108.804,19.656286,3.201,0.484949,,,0,,,,,,,0.022634,2.29582,0.155069,21.05216,0.022634,71.4633,2.022,4.4504,2.6128,-0.1561,1.739595
2MASS J02583123-1520536,,J02583123-1520536,44.63,-15.348333333333334,,,L3,,,,,,15.91,,,,,,,1700,1.5,13.0,,,,,,44.63051546905,-15.34859092304,0.0028408,0.0014127,176.85,5154299890113304064,44.63051546905,1.4192,-15.34859092304,2.8375,,,,,,,,,87,1.0642,95.66,0.843,0.05791,3,,,6,,false,70.4846,1.27848,21.067131,17.2056,7.26371,22.249369,109.001,19.654318,1.791,2.595051,,,0,,,,,,,0.019885,0.458376,0.161478,21.067131,0.019885,70.4846,0.37,1.4192,2.8375,-0.0828,2.015502
2MASSW J1122362-391605,,J11223624-3916054,170.65083333333334,-39.268055555555556,41.0,4,L3,,,,,,15.71,14.68,13.88,,,,,,,,,,2002.0,,,170.65102376728,-39.26821315986,0.0332203,0.0170999,82.4,5395939835428619776,170.65126951479,0.9209,-39.26904397718,1.2093,31.4804,1.3781,22.8427,191.773,42.808,2.039,-186.934,1.095,183,2.0252,243.03,3.459,2.275,95,1.2586,0.2935,15,1.108,false,92.8321,0.834918,20.768122,28.7509,4.92048,21.691912,181.47,19.100882,2.265,2.59103,,,0,,,,,84659863,,0.010146,0.185835,0.048048,20.748896,0.009981,94.4906,0.844,33.006,17.51,0.184,0.776929
2MASS J16000548+1708328 B,x,J16000548+1708328,240.02291666666667,17.1425,60.6,,L3,,,,,,,,,,,,,,,79.0,3.5,23.0,2003.0,,,240.02282299458,17.14242363102,0.026875,0.0192554,165.62,1199432598811526016,240.02272933203,1.0203,17.14248757066,1.0597,14.2678,1.6765,8.5105,24.749,-20.138,1.247,14.386,1.656,184,2.3622,242.51,3.377,1.407,95,1.4612,0.3282,15,1.126,false,84.5776,0.914547,20.869228,28.1946,8.75631,21.713125,170.804,19.166653,2.353,2.546473,,,0,,,128572400227301504,1237665549974111347,,,0.012059,0.337205,0.077846,20.850766,0.011867,86.0281,0.939,19.8106,26.4684,-0.1613,0.423584
2MASS J21265040-8140293,,J21265040-8140293,321.71,-81.67472222222223,35.0,?,L3,,,,,,15.54,14.41,13.55,,12.91,12.47,11.89,,,,,,2008.0,,,321.70984863524,-81.67478425511,0.0241902,0.016126,26.72,6348511080000131072,321.71164342821,0.6679,-81.67527935804,0.854,28.8483,0.8208,35.1455,125.81,58.471,1.141,-111.397,1.426,204,1.7892,258.17,2.279,2.214,95,1.0146,0.2216,19,1.09,false,100.886,0.81667,20.67779,35.0049,7.41622,21.47822,187.684,19.064325,2.207,2.413895,,,0,,,,,,,0.009211,0.230044,0.050839,20.661649,0.009087,102.397,0.813,18.0497,22.7909,0.3174,0.236846
SDSS J135712.40+142839.8,,J13571237+1428398,209.30166666666668,14.477777777777778,32.0,1,L3,,,,20.12,,15.58,14.65,13.88,,,,,,,,,,2002.0,,,209.30181629461,14.47771649915,0.0042008,0.0016847,129.55,1230939310661704448,209.30181629461,3.4121,14.47771649915,2.9736,,,,,,,,,102,13.1824,419.05,13.044,17.73,3,,,9,,true,84.301,2.24607,20.872786,28.0111,8.17793,21.720215,187.237,19.06692,2.553,2.653296,,,0,,,125372093017993761,1237664291549348853,,,0.029059,0.316996,0.077377,20.872786,0.029059,84.301,1.124,3.4121,2.9736,-0.7166,0.566291
SDSS J202820.32+005226.5,,J20282035+0052265,307.085,0.8741666666666666,21.0,2,L3,,21.37,,18.89,,14.3,13.38,12.79,,12.3,12.02,11.27,,,,,,1999.0,,,307.08478734966,0.87405241181,0.0093741,0.0061733,61.37,4230729359939866752,307.08521423094,0.4237,0.87400280363,0.2591,29.5651,0.5623,52.5784,96.684,96.037,0.54,-11.162,0.435,548,12.9608,1446.93,3.053,23.54,95,0.9475,0.0804,17,1.418,false,367.7,0.870243,19.273632,46.6417,5.6162,21.166605,662.974,17.694153,1.93,3.472452,,,0,,,109043070850739258,1237663527568869288,305715277,,0.003768,0.130765,0.011191,19.248041,0.003727,376.47,0.38,8.7434,7.0382,0.3401,0.868964
SDSS J133345.36-021600.2,,,203.43916666666667,-2.2666666666666666,33.0,?,L3,,,,19.65,,15.38,14.37,13.85,,,,,,,,,,2010.0,,,203.43907082076,-2.26666598558,0.0146896,0.0079589,108.52,3637567472687103616,203.43787280557,0.6471,-2.26719596995,0.4283,26.5989,0.8664,30.6989,294.559,-269.343,0.885,-119.246,0.542,299,4.5671,462.4,2.662,4.861,95,1.1928,0.1372,15,1.193,false,171.135,0.772804,20.104017,53.3459,9.48718,21.020788,323.351,18.47371,2.201,2.547079,,,0,,,105282034383680041,1237655494905824048,107988381,,0.005624,0.19311,0.032397,20.085545,0.005552,174.072,0.788,14.1565,8.8726,-0.3655,0.344784
SDSS J100942.68+580217.6,,,152.42791666666668,58.038333333333334,92.6,17.8,L3,,,,20.38,,16.04,15.15,14.6,,,,,,,,,,2010.0,,,152.42786451169,58.03820999617,0.0315158,0.0303659,165.44,1046568326127870976,152.42867751025,1.4278,58.03837902437,1.1227,17.6748,1.6665,10.6057,104.032,96.832,1.944,38.031,1.95,180,1.9623,229.19,5.237,2.472,95,1.497,0.3554,16,1.105,false,83.4101,0.98717,20.884321,23.1758,6.19732,21.925955,145.921,19.337603,2.027,2.588352,,,0,,,177641524283936808,1237654381982319649,,,0.013142,0.290344,0.053355,20.865141,0.012922,84.8967,0.608,30.4399,31.4444,-0.0181,0.455002
2MASS J14493784+2355378 B,x,J14493784+2355378,222.4075,23.927222222222223,63.7,4,L3,,,,,,,,,,,,,,,79.0,8.5,88.0,2003.0,,,222.40770549249,23.92719020213,0.0200872,0.0147065,170.38,1265987549468718592,222.40784786516,0.732,23.92727655949,0.9667,13.2413,1.3128,10.0861,35.141,29.281,0.928,19.43,1.242,375,17.0208,1124.4,8.349,28.16,95,1.4939,0.2086,20,1.687,false,110.608,0.82085,20.577898,34.3602,7.94916,21.498404,234.161,18.824112,2.428,2.674292,,,0,,,136712224078033214,1237665440989905874,,,0.008516,0.251198,0.043891,20.557272,0.008372,112.73,0.995,14.8833,19.9566,-0.1039,0.685953
2MASS J20360316+1051295,,J20360316+1051295,309.0133333333333,10.858333333333333,18.0,2,L3,,,,,,13.95,13.02,12.45,,11.9,11.6,11.04,2100,,,,,2000.0,,,309.01316285901,10.85820153707,0.0063233,0.0050912,67.63,1754495583527340416,309.01261813555,0.2689,10.85741914052,0.2214,41.0458,0.3604,113.885,213.257,-120.368,0.382,-176.039,0.326,386,11.8312,1157.49,2.407,23.75,95,0.8863,0.0742,21,1.458,false,468.804,1.129,19.009888,36.0983,4.58714,21.444826,862.12,17.408976,1.916,4.035851,,,0,,,121023090128209729,,,,0.003799,0.137997,0.008079,18.984297,0.003757,479.985,0.291,6.1601,5.2875,0.152,0.767066
DENIS-P J202333.6-181500,,J20233356-1814594,305.89,-18.249722222222225,36.7,,L3,,,,,18.5,15.12,14.42,13.93,,,,,,,,,,,UNCON,,305.88991116165,-18.24985200321,0.0083962,0.0057553,65.11,6860987368033155328,305.89018597131,0.4802,-18.24978898097,0.3051,15.783,0.5663,27.8685,60.41,58.722,0.498,14.18,0.399,356,5.9711,639.28,2.559,9.279,95,1.0565,0.0888,18,1.233,false,276.158,0.870231,19.584475,41.9199,5.80204,21.282492,474.513,18.057274,1.87,3.225218,,,0,,,86103058900550614,,296421046,,0.004393,0.1503,0.01412,19.558884,0.004331,282.744,0.356,7.9923,6.3042,0.2832,0.557261
2MASS J03250136+2253039,,J03250136+2253039,51.255833333333335,22.884444444444444,36.0,3,L3,,,,,,15.43,14.33,13.77,,,,,,,,,,2002.0,,,51.25594523779,22.88431367281,0.0232477,0.0110845,43.85,62634474446331904,51.25790802721,1.0117,22.88367869819,0.9511,30.2741,1.201,25.2071,431.224,406.868,1.133,-142.872,1.187,166,2.7092,236.06,2.819,2.82,95,1.2276,0.2582,12,1.153,false,115.331,0.975554,20.532503,30.4229,7.09106,21.63054,209.094,18.94704,2.077,2.6835,,,0,,,135460512573211177,,,,0.009588,0.253082,0.048368,20.511724,0.009422,117.559,0.643,17.9801,18.4401,0.6292,0.599485
SDSS J145658.17+070104.7,,J14565815+0701047,224.2425,7.018055555555556,58.5,11.2,L3,,23.28,,20.55,,16.28,15.2,14.6,,,,,,,,,,2010.0,,,224.24253055348,7.01781615846,0.0085927,0.0030341,148.84,1160974950539405824,224.24253055348,5.1487,7.01781615846,7.5187,,,,,,,,,60,4.6548,118.57,7.638,4.503,3,,,7,,false,71.828,1.47867,21.046633,,,,147.256,19.327713,,,,,0,,,,,,,0.02252,,0.019909,21.046633,0.02252,71.828,,5.1487,7.5187,-0.7392,0.868716
SDSS J020735.60+135556.3,,J02073557+1355564,31.898333333333333,13.932222222222222,35.0,3,L3,,22.34,,19.86,,15.46,14.47,13.81,13.79,13.48,13.23 >,12.5,,,84.0,,,2002.0,UNCON,,31.89830659496,13.93227753246,0.0128584,0.0090183,59.17,77216472530687744,31.89949265118,0.6314,13.93148911694,0.5454,26.6886,0.7279,36.6649,313.936,259.012,0.753,-177.394,0.638,196,1.4445,248.06,2.353,2.353,95,1.0402,0.1661,15,1.073,false,145.728,0.926283,20.278507,40.4326,10.3962,21.321712,241.63,18.790016,1.936,2.531696,,,0,,,124710318991238689,1237670961081287365,,,0.007431,0.279184,0.050098,20.260301,0.007324,148.193,0.524,11.9698,10.1683,0.3037,0.219945
ULAS J135556.12+085054.3,,,208.98375,8.848333333333334,,,L3,,24.01,,22.2,,17.3,16.39,,15.63,14.85,14.72,>12.73,,,,,,2015.0,,,208.9838080475,8.84755646315,0.0045363,0.0028814,110.35,3721937810249546112,208.98380248466,0.1799,8.84755428681,0.1507,0.5055,0.2183,2.3153,1.33,-1.237,0.27,-0.49,0.191,371,-1.3639,343.81,0.0,0.0,31,,,19,0.949,false,557.781,0.995592,18.821207,274.878,9.37035,19.24069,414.99,18.202803,1.237,1.037888,,,0,,,118612089837967537,1237662263240491183,,495175666,0.003369,0.037117,0.022642,18.821207,0.003369,557.781,0.016,4.3697,3.1284,-0.2928,2.804345
2MASS J03274091-3148156,,J03274091-3148156,51.92041666666667,-31.804444444444446,48.0,9,L3,,,,,,16.09,,14.15,,,,,,,,,,2004.0,,,51.92064292253,-31.80432946939,0.0150711,0.001919,132.39,5054148086063754496,51.92064292253,11.2066,-31.80432946939,10.2583,,,,,,,,,55,1.5952,66.9,5.736,1.689,3,,,6,,false,69.9217,1.30703,21.075836,,,,161.243,19.22919,,,,,0,,,69830519205935133,,,,0.020482,,0.024843,21.075836,0.020482,69.9217,,11.2066,10.2583,-0.9678,0.806532
SDSS J151240.67+340350.1,,J15124058+3403501,228.16916666666665,34.06388888888888,41.0,1,L3,,,,19.34,,15.04,14.05,13.41,,,,,,,,,,2009.0,,,228.16925086504,34.06391563119,0.0069835,0.0042097,33.67,1290498996544435200,228.17051575646,0.2518,34.06386460031,0.302,33.6896,0.3958,85.1226,236.046,235.767,0.328,-11.483,0.395,558,4.2328,829.79,2.168,6.185,95,0.9981,0.0758,29,1.129,false,208.84,0.680432,19.887833,36.407,4.91812,21.435581,355.937,18.369461,1.879,3.06612,,,0,,,148872281700567286,1237662195078529774,,,0.004484,0.146696,0.023713,19.862242,0.004419,213.821,0.388,5.2213,6.2633,0.438,0.268927
2MASS J06322402-5010349,,J06322402-5010349,98.1,-50.17638888888889,30.0,3,L3,,,,,,15.02,14.03,13.34,,,,,,,,,,2006.0,,,98.10005772143,-50.1763590393,0.0178028,0.0131845,81.66,5550802234268442496,98.09945316545,0.621,-50.17637909674,0.6156,33.9446,0.746,45.5047,87.231,-87.114,1.105,-4.513,0.834,189,4.5469,317.46,3.309,5.449,95,0.9598,0.2266,17,1.245,false,151.472,0.914942,20.236536,23.9436,5.5888,21.89057,265.208,18.68893,1.909,3.201639,,,0,,,,,472855158,,0.007114,0.253443,0.041555,20.210945,0.006973,155.085,0.398,17.718,13.2982,0.0872,0.171048
2MASS J15065441+1321060,,J15065441+1321060,226.72666666666666,13.351666666666667,14.1,1.3,L3,,,,,17.4,13.37,12.38,11.74,,,,,2200,0.84,,,,2000.0,,,226.72637460242,13.35167759754,0.0037913,0.0031208,116.59,1182574753387703680,226.72148203556,0.1784,13.35162520086,0.1384,85.425,0.1902,449.126,1071.138,-1071.073,0.228,-11.8,0.204,193,-0.3742,280.17,0.659,3.052,95,1.0589,0.0512,14,0.979,false,831.79,2.20671,18.387333,29.9168,10.0302,21.648754,1510.54,16.800066,1.852,4.848688,,,0,,,124022267226492506,1237668349751591341,,517183422,0.003986,0.364025,0.010874,18.361742,0.003938,851.628,0.113,3.6668,3.2662,-0.1549,1.023769
SDSS J093113.23+280227.1,,,142.805,28.040833333333335,31.0,5.9,L3,,,,19.62,,14.98,14.26,13.73,,,,,,,,,,2010.0,,,142.80473706162,28.04117304417,0.0207993,0.0118313,85.08,696088343256278272,142.80609654851,0.9234,28.03986841336,0.5406,31.2718,1.0052,31.1099,398.817,269.977,1.259,-293.543,0.721,539,14.7212,1336.1,4.974,24.03,95,1.0724,0.1325,17,1.483,false,190.443,0.758585,19.987953,34.1159,5.69758,21.506151,327.019,18.461462,1.896,3.044689,,,0,,,141641428055789062,1237665129064891163,,,0.005128,0.181347,0.020105,19.962362,0.005043,194.985,0.409,20.7474,11.9221,0.1012,1.481089
2MASS J15392601-6621581,,J15392601-6621581,234.85833333333332,-66.36611111111111,26.17,13.55,L3,,,,,17.79,14.82,14.13,13.66,,,,,,,,,,2012.0,,,234.85847983733,-66.36613936401,0.0049622,0.0029964,5.38,5823964387698888960,234.85781165424,0.1588,-66.36666357276,0.2321,14.3704,0.3236,44.4029,132.453,-60.27,0.186,-117.947,0.309,727,3.8826,1077.77,1.755,8.008,95,1.0515,0.0572,26,1.103,false,316.367,0.764757,19.436888,27.2057,2.93549,21.751892,589.585,17.82153,1.95,3.930363,,,0,,,,,,,0.003805,0.117184,0.008701,19.411297,0.003763,323.913,0.339,3.0193,4.9484,0.0978,0.234627
G 196-3 B,x,J10042066+5022596,151.08625,50.38333333333333,32.0,2,L3,,,20.78,19.88,18.28,14.83,13.65,12.78,12.49,,,,1870,1.26,25.0,300.0,,1998.0,,,151.08599629408,50.38316073282,0.0083787,0.0068032,110.45,824017070904063488,151.08503483823,0.3843,50.38225390157,0.348,46.1952,0.5452,84.7264,246.291,-137.941,0.519,-204.038,0.428,469,2.6272,620.97,2.191,4.083,95,1.0412,0.101,23,1.087,false,167.85,0.66853,20.125065,34.9011,4.0587,21.481445,304.797,18.537868,2.024,2.943577,,,0,,,168451510853229711,1237657243511095320,,,0.005128,0.126293,0.023764,20.100262,0.005045,171.728,0.551,8.2026,7.0145,-0.1361,0.851628
