Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
WISE J040418.01+412735.6,,,61.075,41.46,23.2,3.6,L2,,,,,,14.15,13.1,12.42,,11.85,11.55,11.64,2100,,70.0,,,2013.0,,
SDSS J082906.61+145620.7,,J08290664+1456225,127.2775,14.939722222222223,30.3,2.4,L2,,,,19.17,,14.75,13.8,13.17,,12.82,12.52 >,12.16,,,,,,2000.0,,
DENIS-P J0828343-130919,,J08283419-1309198,127.1425,-13.155555555555557,11.65,0.02,L2,,,,,16.06,12.8,11.85,11.3,,10.92,10.67,10.13,2300,0.93,77.0,,,2002.0,,
SDSS J142257.15+082752.1,,J14225717+0827539,215.73833333333334,8.465,52.4,10,L2,,21.77,,19.37,,15.1,14.22,13.65,,,,,,,,,,2010.0,,
2MASS J23225299-6151275,,J23225299-6151275,350.72083333333336,-61.85777777777778,41.0,?,L2,,,,,,15.55,14.54,13.86,,13.24,12.84,12.68,,,,,,2008.0,,
2MASS J14232186+6154005 A,x,J14232186+6154005,215.84125,61.900277777777774,74.0,?,L2,,24.1,18.6,21.71,,16.63,15.96,,15.28,,,,,,,,,2011.0,,
ULAS J112029.65-004440.6,,,170.12375,-0.7447222222222222,,,L2,,23.97,,21.63,,16.93,16.03,,15.4,14.74,14.38,>12.62,,,,,,2015.0,,
SDSS J035448.73-002742.1,,J03544855-0027420,58.7025,-0.46166666666666667,98.0,1,L2,,,,,,17.28,16.19,15.74,,,,,,,,,,2003.0,,
USco J160603.75-221930.0,,J16060374-2219298,241.51541666666665,-22.325,145.0,15,L2,,,,,,15.97,14.95,14.55,,,,,1950,,11.0,,,2008.0,,
SDSS J083558.28+054830.7,,J08355829+0548308,128.99291666666667,5.8086111111111105,24.0,4,L2,,,,,,14.53,13.68,13.17,,12.72,12.39,12,,,,,,2000.0,,
2MASS J08230838+6125208,,J08230838+6125208,125.785,61.4225,30.0,?,L2,,,,,,14.82,13.81,13.2,,12.75,12.41,12.5,,,,,,2008.0,,
2MASS J16062665+6837268,,J16062665+6837268,241.61125,68.62416666666665,33.0,1,L2,,,,,,14.91,,13.43,,,,,,,,,,1999.0,,
2MASS J21371044+1450475,,J21371044+1450475,324.29333333333335,14.846666666666668,23.0,2,L2,,,,,,14.13,13.3,12.82,,,,,,,,,,2002.0,,
2MASSI J0241536-124106,,J02415367-1241069,40.47375,-12.685277777777777,46.0,7,L2,,,,,,15.61,14.65,13.93,,13.6,13.27,12.68,,,,,,2003.0,,
2MASSW J1430436+291541 A,x,J14304358+2915405,217.68166666666667,29.261388888888888,29.4,2,L2,,,,18.76,18,14.27,13.44,12.77,,12.33,12,11.2,,,80.0,,,2003.0,UNCON,
WZ Sagittae B,x,J20073649+1742147,301.90208333333334,17.704166666666666,43.0,,L2,,,,,,,,,,,,,1900,,70.0,0.0029,0.000155,2013.0,,
SDSS J123121.38+495923.3,,J12312141+4959234,187.83916666666667,49.98972222222222,25.9,4.9,L2,,,,19.23,,14.62,13.71,13.14,,,,,,,,,,2002.0,,
SDSS J143130.78+143653.4,,J14313097+1436539,217.87916666666666,14.615,20.0,3.8,L2,,,,19.71,,15.15,14.5,14.13,,13.72,13.36,12.56,,,,,,2009.0,,
SDSS J085359.10+223335.8,,,133.49625,22.560000000000002,102.0,19.7,L2,,,,20.73,,16.3,15.29,14.85,,,,,,,,,,2010.0,,
2MASS J00521232+0012172 A,x,J00521232+0012172,13.05125,0.20472222222222222,63.0,?,L2,,,,,,16.36,15.56,15.46,,,,,,,,,,2008.0,,
SDSS J080858.99+410741.0,,,122.24583333333334,41.128055555555555,36.5,7,L2,,,,20.14,,15.74,14.88,14.33,,,,,,,,,,2010.0,,
SDSS J075332.13+291711.4,,J07533217+2917119,118.38416666666667,29.28666666666667,44.0,3,L2,,,,19.97,19,15.52,14.53,13.85,,13.32,13.00 >,11.87,,,,,,2000.0,,
2MASS J20484222-5127435,,J20484222-5127435,312.17583333333334,-51.46222222222222,,,L2,,,,,,15.38,,,,,,,1900,,,,,,,
SDSS J085858.92+180445.7,,,134.74541666666667,18.079444444444444,76.4,14.7,L2,,,,20.83,,16.35,15.76,15.14,,,,,,,,,,2010.0,,
SDSS J165031.33+352359.5,,,252.63041666666666,35.4,72.2,13.8,L2,,,,20.19,,15.82,14.89,14.54,,,,,,,,,,2010.0,,
ULAS J145541.74+002224.3,,,223.92375,0.3733333333333333,,,L2,,24.18,,22.46,,17.61,16.73,,15.98,15.69,15.26,>13.08,,,,,,2015.0,,
2MASS J11584493-7708025,,J11584493-7708025,179.68708333333333,-77.13416666666667,37.28,18.69,L2,,,,,19.02,15.41,14.73,14.05,,,,,,,,,,2012.0,,
2MASS J16573454+1054233,,J16573454+1054233,254.39375,10.90638888888889,23.0,2,L2,,,,,,14.15,13.34,12.8,,,,,,,,,,2008.0,,
LP 413-53,,J03505737+1818069,57.73916666666667,18.301944444444445,16.8,,L2,19.28,,19.2,,15.6,12.97,12.21,11.78,,,,,,,,,,,,
2MASSI J0224367+253704,,J02243670+2537042,36.15291666666667,25.61777777777778,66.9,,L2,,,,,19.7,16.58,15.41,14.69,,,,,,,,,,2000.0,,
HD 65216 Bb,x,,118.42708333333333,-63.647777777777776,35.57,0.75,L2,,,,,,,,,,,,,,,,5.9,50.0,,,
DENIS-P J0314352?462340,,J03143304-4623400,48.63791666666667,-46.394444444444446,28.9,6,L2,,,,,17.99,14.75,13.92,13.34,13.71,,,,,,,,,,,
2MASS J02292794?0053282,,J02292794?0053282,37.36625,-0.8911111111111111,68.0,?,L2,,,,21.56,,16.49,15.75,15.18,,,,,,,,,,2011.0,,
SDSS J090347.55+011446.0,,J09034756+0114462,135.94833333333332,1.2461111111111112,37.1,7.2,L2,,,,21.04,,16.45,15.6,14.89,,14.56,14.24 >,12.86,,,,,,2009.0,,
SDSS J165450.79+374714.6,,,253.71166666666667,37.7875,37.3,7.1,L2,,,,19.3,,15.01,14.18,13.66,,,,,,,,,,2010.0,,
ULAS J144812.93-000018.6,,,222.05375,-0.005277777777777778,,,L2,,25.16,,22.48,,17.6,17.12,,16.55,16.08,15.61,>13.09,,,,,,2015.0,,
2MASS J10321573-5920542,,J10321573-5920542,158.06541666666666,-59.348333333333336,35.01,17.19,L2,,,,,18.79,15.2,14.14,13.6,,,,,,,,,,2012.0,,
2MASS J16091143+2116584,,J16091143+2116584,242.2975,21.282777777777778,,,L2,,,,,,17.19,16.25,15.62,,,,,,,,,,2009.0,,
