Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?
WISE J143348.76+504322.8,x,,218.45333333333335,50.723055555555554,32.9,3.4,T2.5,,,,,,16.91,16.54,,16.16,15.88,14.7,>13.05,,,,,,2015.0,,
2MASS J11582077+0435014 B,x,J11582077+0435014 B,179.58666666666667,4.583611111111111,28.0,2,T2.5,,,,,,,,,,,,,,,,2.5,,,,
WISE J084254.56-061023.7,,,130.7275,-6.173333333333334,24.5,4.5,T2.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
CFBDS J151803+071646,,,229.515,7.279444444444445,81.0,14,T2.5,,,,24.83,,18.05,17.86,,,,,,,,,,,2010.0,,
CFBDS J152514+111833,,,231.31166666666667,11.309166666666668,67.0,18,T2.5,,,,25.07,,17.98,,,,,,,,,,,,2010.0,,
WISE J111243.25-271336.1,,,168.18041666666667,-27.226666666666667,36.5,4,T2.5,,,,,,17.14,16.75,,16.71,15.76,14.92,12.57,,,,,,2015.0,,
WISE J034858.75-562017.8,,,57.245,-56.33833333333334,28.5,4.5,T2.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J151643.01+305344.4 B,x,,229.17916666666667,30.895555555555553,39.0,4,T2.5,,,,,,,,,,,,,,,,2.7,,,,
WISE J031627.78+265027.6,x,,49.115833333333335,26.84111111111111,23.5,2.4,T2.5,,,,,,16.11,15.82,,15.5,15.08,13.97,>12.47,,,,,,2015.0,,
SDSS J143945.86+304220.6,,A J14394595+304221,219.94166666666666,30.70583333333333,36.0,?,T2.5,,,,,,17.22,16.28 >,15.88,16.34,15.75,14.72 >,12.47,,,,,,2006.0,,
WISE J220117.10+322206.9,x,,330.32125,32.368611111111115,20.1,2.1,T2.5,,,,,,16.13,15.63,,15.34,14.71,13.63,12.29,,,,,,2015.0,,
2MASS J15461461+4932114,,J15461461+4932114,236.56166666666667,49.53722222222222,19.0,,T2.5,,,,,,15.9,15.14 >,14.9,,14.49,13.45,12.08,,,,,,2008.0,,
CFBDS J025053+162050,,,42.72208333333333,16.3475,94.0,19,T2.5,,,,,,18.69,,,,,,,,,,,,2011.0,,
SDSS J104829.21+091937.8,,J10482926+0919373,162.12208333333334,9.326944444444445,27.0,2,T2.5,,,,23.53,,16.59,15.90 >,16.37,15.87,15.3,14.28,12.54,,,,,,2004.0,,
ULAS J222958.30+010217.2,,,337.49291666666664,1.0380555555555557,56.0,?,T2.5,,,,,,17.88,17.58,,17.21,,,,,,,,,2008.0,,
SDSS J110612.00+275420.0,,J11061197+2754225,166.55,27.906388888888888,20.83,1.3,T2.5,,,,,,14.82,14.15,13.8,,13.18,12.33,11.55,,,,,,2002.0,,
WISE J125041.21-214930.1,,,192.67166666666665,-21.825,33.9,3.6,T2.5,,,,,,16.84,16.3,,16.22,15.75,14.76,>12.66,,,,,,2015.0,,
SIMP J1619275+031350 A,x,J16192751+0313507,244.86458333333334,3.2308333333333334,22.0,3,T2.5,,,,23.11,,15.85,15.48,15.49,,,,,1219,,,,,2011.0,,
HN Peg B,x,J21442847+1446077,326.11875,14.76888888888889,18.39,0.29,T2.5,,,,,,15.86,15.55,15.12,15.63,13.29,12.57,11.67,1090,1.1,16.0,795.0,,2007.0,,
2MASS J22092183-2711329,,J22092183-2711329,332.3408333333333,-27.1925,20.88,5.45,T2.5,,,,,,15.79,15.14,15.1,,14.62,13.51,12.35,1300,1.0,,,,,,
SDSS J003259.36+141036.6 B,x,J00325937+1410371 B,8.2475,14.176944444444445,33.0,6,T2.5,,,,,,,,,,,,,,,,3.2,,,,
IPMS J013656.57+093347.3,,J01365662+0933473,24.235833333333332,9.563055555555556,6.0,0.4,T2.5,,,,,,13.46,12.77,12.56,,11.97,10.96,9.67,,,,,,2000.0,,
CFBDS J095914+023655,,,149.80833333333334,23.61527777777778,150.0,31,T3,,,,,,19.54,19.46,19.39,,,,,,,,,,2008.0,,
WISE J221628.62+195248.1,?,,334.1191666666667,19.88,30.7,3.2,T3,,,,,,16.59,16.41,,16.28,15.7,14.64,12.93,,,6.0,,,2015.0,,
2MASS J23185497-1301106,,J23185497-1301106,349.7291666666667,-13.019722222222223,19.0,?,T3,,,,,,15.55,15.24,15.02,,15.08,13.68,12.65,,,,,,,,
CFBDS J232620-025643,,,351.58416666666665,-2.945555555555556,57.0,12,T3,,,,24.52,,17.79,17.42,17.1,,,,,,,,,,2011.0,,
CFBDS J022644-062522,,,36.68625,-6.422777777777778,60.0,8,T3,,,,,,17.8,17.7,17.5,,,,,,,,,,2011.0,,
ULAS J091804.71+043949.6,,,139.51958333333334,4.66388888888889,56.5,GT,T3,,,,,,18.67,,,,,,,,,,,,2015.0,,
ULAS J093512.60+012347.4 B,x,,143.8025,1.396388888888889,,,T3,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J120602.51+281328.7,,J12060248+2813293,181.51041666666666,28.22472222222222,26.0,2,T3,,,,,,16.54,15.82 >,15.82,15.97,15.25,13.97 >,12.08,,,,,,2006.0,,
ULAS J083756.19-004156.0,,,129.48416666666665,-0.6988888888888889,81.0,?,T3,,,,,,18.52,18.6,,,,,,,,,,,2008.0,,
ULAS J013117.53-003128.6,,,22.822916666666668,-0.5247222222222223,80.0,?,T3,,,,,,18.6,18.48,18.41,,,,,,,,,,2008.0,,
ULAS J152502.10+083344.0 B,x,,231.25875,8.562222222222223,32.0,3.3,T3,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J023144.49+063602.2,,,37.93541666666667,6.600555555555555,63.9,GT,T3,,,,,,18.98,,,,,,,,,,,,2015.0,,
SDSS J141530.05+572428.7,,J14153003+5724300,213.875,57.40833333333333,22.0,7,T3,,,,,,16.73,15.82 >,15.54,15.55,14.83,13.93,12.39,,,,,,2000.0,,
SDSS J121440.95+631643.4 A,x,J12144089+6316434,183.67041666666665,63.27861111111111,21.0,4,T3,,,,,,16.59,15.78,15.88,,14.92,13.74,12.17,,,,,,2004.0,,
2MASS J00521232+0012172 B,x,J00521232+0012172,13.05125,0.20472222222222222,,,T3,,,,,,,,,,,,,,,,,,2008.0,UNCON,
ULAS J225624.82+062152.9,,,344.10333333333335,6.3647222222222215,,,T3,,,,,,18.14,17.93,,17.65,,,,,,,,,2015.0,,
ULAS J114105.18+091647.6 B,x,,175.27166666666668,9.280000000000001,,,T3,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J095401.45+092213.7 B,x,,148.50625,9.370555555555557,,,T3,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISEPC J223937.55+161716.2,,,339.9066666666667,16.28777777777778,18.3,,T3,,,,,,16.18,15.5,15.36,,14.62,13.44,12.11,,,,,,2011.0,,
WISEPC J013836.59-032221.2,,,24.6525,-3.3725,17.7,,T3,,,,,,16.36,15.65,15.3,,14.43,13.36,11.91,,,,,,2011.0,,
WISEP J083811.45+151115.1 B,x,J08381155+1511155,129.54833333333335,15.187777777777779,49.0,12,T3,,,,,,18.04,17.43,17.46,,,,,,,39.0,27.0,,2013.0,,
WISEP J083811.45+151115.1 A,x,J08381155+1511155,129.54833333333335,15.187777777777779,49.0,12,T3,,,,,,17.57,17.1,17.11,,15.71,14.57,12.29,900,,42.0,,,2011.0,,
CFBDS J203841-185012,,,309.6725,-18.836666666666666,98.0,14,T3,,,,25.07,,18.58,,,,,,,,,,,,2010.0,,
WISE J181621.86+303248.9,,,274.09125,30.546944444444446,36.4,3.9,T3,,,,,,17.53,16.93,,17.33,16.55,15.01,>13.04,,,,,,2015.0,,
WISEP J070159.79+632129.2,,,105.49916666666667,63.35805555555556,19.0,?,T3,,,,,,15.79,15.08,14.88,,14.2,13.22,12.48,,,,,,2013.0,,
WISEPA J065609.60+420531.0,,,104.04,42.091944444444444,16.6,,T3,,,,,,15.45,14.87,14.83,,14.32,13.23,11.79,,,,,,2011.0,,
CFBDS J025840-182648,,,44.66916666666667,-18.446666666666665,61.0,11,T3,,,,23.83,,17.34,,,,,,,,,,,,2010.0,,
2MASS J21324898-1452544,,J21324898-1452544,323.20416666666665,-14.881666666666668,20.0,?,T3,,,,,,15.71,15.38,15.27,,14.96,13.64,12.01,,,,,,,,
WISEPC J033349.34-585618.7,,,53.455416666666665,-58.93861111111111,16.8,,T3,,,,,,16,15.42,14.64,,14.02,13.25,12.11,,,,,,2011.0,,
ULAS J121355.51+053517.1,x,,183.48125,5.588055555555555,,,T3,,,,,,17.88,17.62,,17.64,,,,,,,,,2015.0,,
2MASS J00531899-3631102 B,x,J00531899-3631102 B,13.329166666666667,-36.519444444444446,,,T3,,,,,,,,,,,,,,,,,,,UNCON,
ULAS J0321+0051,,,50.34583333333333,0.8513888888888889,110.0,30,T3,,,,,,19.19,18.76,,18.74,,,,,,,,,2011.0,,
WISEP J031614.68+382008.0,,,49.06125,38.33555555555556,23.0,?,T3,,,,,,16.21,15.5,15.33,,14.72,13.56,12.37,,,,,,2013.0,,
ULAS J091544.13+053104.1,x,,138.93375,5.517777777777778,,,T3,,24.94,,23.85,,16.96,16.58,,,15.52,14.8,>12.25,,,,,,2015.0,,
ULAS J134436.84+110957.5,x,,206.15333333333334,11.166111111111112,,,T3,,24.99,,24.73,,17.22,16.92,,16.93,15.77,15.29,12.66,,,,,,2015.0,,
HQT-2,,,247.10833333333332,65.43027777777779,135.0,39,T3,,,,,> 25.70,20.1,19.6,,,,,,,,,,,2010.0,,
ULAS J121355.51+053517.1 B,x,,183.48125,5.588055555555555,,,T3,,,,,,,,,,,,,,,,,,2015.0,UNCON,
SDSS J154431.47+060104.3 B,x,,236.13125,6.017777777777778,90.0,10,T3,,,,,,,,,,,,,,,46.0,190.0,,2011.0,UNCON,
CFBDS J212702+002344,,,321.75916666666666,0.39583333333333337,60.0,12,T3.5,,,,25.25,,18.13,17.53,17.29,,,,,,,,,,2010.0,,
CFBDS J025718-124853,,,44.32541666666667,-12.814722222222223,65.0,12,T3.5,,,,24.4,,18.02,,,,,,,,,,,,2010.0,,
ULAS 154427.34+081926.6,,,236.11375,8.324166666666667,76.0,?,T3.5,,,,,,18.53,18.49,18.73,,,,,,,,,,2008.0,,
SDSS J205235.31-160929.8 B,x,J20523515-1609308,313.14666666666665,-16.15861111111111,29.5,0.7,T3.5,,,,,,17.16,16.48,16.31,,,,,,,,,,,,
SDSS J092615.38+584720.9 A,x,J09261537+5847212,141.56416666666667,58.78916666666667,21.32,0.73,T3.5,,,,,,15.9,15.31,15.45,,15.24,13.66,12.73,,,73.0,,,1997.0,,
2MASS J09490860-1545485 B,x,J09490860-1545485 B,147.28583333333333,-15.76361111111111,18.08,2.16,T3.5,,,,,,,,,,,,,,,,1.8,,,,
ULAS J092624.76+071140.7,,,141.60333333333332,7.1947222222222225,47.0,?,T3.5,,,,25.03,,17.48,17.41,17.88,,16.95,15.01 >,12.68,,,,,,2010.0,,
DENIS-P J225210.73-173013.4,x,J22521073-1730134,343.0445833333333,-17.503611111111113,15.82,0.4,T3.5,,,,,,,,,14.72,,,,,,68.0,1.9,10.0,,,
PSO J201.0320+19.1072,,,201.03208333333333,19.107222222222223,20.0,4,T3.5,,,,,,15.77,15.47,15.41,,,,,,,,,,2011.0,,
SDSSp J175032.96+175903.9,,J17503293+1759042,267.63708333333335,17.984444444444446,27.59,3.45,T3.5,,,,23.73,,16.34,15.95,15.48,15.5,15.83,14.42 >,12.74,,,,,,2000.0,,
Oph J162645-241949,,,246.68833333333333,-24.330277777777777,125.0,,T3.5,,,,,,,19.16,18.66,,,,,950,,,,,2015.0,,
WISEPA J061208.69-492023.8,,,93.03625,-49.34,29.2,,T3.5,,,,,,,,,,15.35,14.08,12.57,,,,,,2011.0,,
SDSS J011912.22+240331.6 B,x,,19.800833333333333,24.05888888888889,43.0,3,T3.5,,,,,,,,,,,,,,,,1.9,,,,
WISE J041743.13+241506.3,,,64.42958333333333,24.251666666666665,16.0,3,T3.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
CFBDS J193430-214221,,J19343036-2142209,293.62666666666667,-21.70583333333333,34.0,7,T3.5,,,,24.14,,16.66,16.39,16.31,,,,,,,,,,2008.0,,
CFBDS J145044+092108,,,222.6875,9.3525,101.0,18,T3.5,,,,25.23,,18.8,,,,,,,,,,,,2010.0,,
ULAS J153608.64+030556.5,,,234.03583333333333,3.0991666666666666,85.8,29.6,T3.5,,,,,,18.63,,,,,,,,,,,,2015.0,,
GU Psc b,x,,18.145833333333332,17.065555555555555,48.0,5,T3.5,,,,,,18.12,17.7,,17.4,17.17,15.41,,1000,1.19,12.0,,,,,
ULAS J123327.45+121952.2,,,188.36458333333334,12.331111111111111,50.0,8,T3.5,,,,,,17.87,18.28,19.03,,,,,,,,,,2010.0,,
ULAS J122633.36+152106.9,,,186.63916666666665,15.351944444444444,89.4,30.8,T3.5,,,,,,18.72,,,,,,,,,,,,2015.0,,
*HBT2010 10,,,246.81916666666666,-24.37611111111111,125.0,5,T4,,,,,,> 21.00,19.37,,17.75,,,,,,2.0,,,2010.0,UNCON,P
2MASS J10595185+3042059,,J10595185+3042059,164.96625,30.701666666666664,23.0,?,T4,,,,,,16.2,15.77,15.56,,15.81,14.24,12.36,,,,,,2009.0,,
*HBT2010 22,,,247.19125,-24.572222222222223,125.0,5,T4,,,,,,> 21.00,19.26,,17.83,,,,,,2.0,,,2010.0,UNCON,P
2MASS J03440892+0111251 B,x,J03440892+0111251 B,56.037083333333335,1.1902777777777778,41.0,4,T4,,,,,,,,,,,,,,,,9.2,,,,
SIMP J1619275+031350 B,x,J16192751+0313507,244.86458333333334,3.2308333333333334,22.0,3,T4,,,,23.41,,16.62,15.89,15.9,,,,,1164,,,15.4,175.0,2011.0,,
ULAS J124413.03+123201.1,,,191.05416666666667,12.53361111111111,,,T4,,,,,,17.64,17.42,,17.46,17.34,16.36,>12.82,,,,,,2015.0,,
WISE J121349.14+404724.6,,,183.45458333333335,40.790277777777774,33.4,3.6,T4,,,,,,17.05,16.86,,16.76,16.72,15.02,12.56,,,,,,2015.0,,
CFBDS J152655+034536,,,231.7325,3.76,66.0,11,T4,,,,24.75,,17.69,17.85,,,,,,,,,,,2010.0,,
ULAS J134436.84+110957.5 B,x,,206.15333333333334,11.166111111111112,,,T4,,,,,,,,,,,,,,,,,,2015.0,UNCON,
CFBDS J090139+174051,,,135.41583333333332,17.680833333333336,66.0,11,T4,,,,24.33,,18.02,17.76,,,,,,,,,,,2010.0,,
WISE J185853.08+391908.0,x,,284.72125,39.31888888888889,39.9,4.4,T4,,,,,,17.41,17.17,,17.03,16.59,15.4,>13.24,,,,,,2015.0,,
ULAS J110242.39+012021.9,,,165.67666666666668,1.3394444444444444,76.8,30.6,T4,,,,,,18.43,,,,,,,,,,,,2015.0,,
ULAS J115533.45-001329.8,,,178.88958333333332,-0.225,87.2,33.6,T4,,,,,,18.79,,,,,,,,,,,,2015.0,,
SDSS J125011.65+392553.9,,J12501166+3925582,192.54875,39.43277777777777,23.0,2,T4,,,,,,16.54,16.18,16.06,,15.87,14.48 >,12.4,,,,,,2006.0,,
ULAS J002740.95+085940.3,,,6.920833333333333,8.994444444444444,69.0,27,T4,,,,,,18.2,18.32,,18.22,,,,,,,,,2015.0,,
CFBDS J030922-161426,,,47.34291666666667,-16.240555555555556,65.0,12,T4,,,,,,18.52,,,,,,,,,,,,2011.0,,
2MASS J21513839-4853542,,J21513839-4853542,327.91,-48.89833333333333,19.84,2.64,T4,,,,,,15.73,15.17,15.43,,14.95,13.63,12.2,,,,,,2002.0,,
ULAS J091544.13+053104.1 B,x,,138.93375,5.517777777777778,,,T4,,,,,,,,,,,,,,,,,,2015.0,UNCON,
ULAS J010557.68+034643.6,,,16.49041666666667,3.778888888888889,81.6,31.6,T4,,,,,,18.61,18.62,,,,,,,,,,,2015.0,,
CFBDS J030226-143719,,,45.61125,-14.621944444444445,51.0,10,T4,,,,24.67,,17.44,17.41,17.37,,,,,,,,,,2010.0,,
ULAS J1303+1346,,,195.82625,13.946111111111112,73.0,,T4,,,,,,18.51,18.53,18.58,19.33,,,,,,,,,2010.0,,
WISE J101944.62-391151.6,,,154.93583333333333,-39.19777777777777,23.5,4.5,T4,,,,,,,19.62,,,,,,,,,,,2015.0,UNCON,
ULAS J230203.04+070038.8,,,345.5125,7.010833333333333,,,T4,,,,,,17.63,17.38,,17.51,16.93,15.89,>12.71,,,,,,2013.0,,
ULAS J020047.44+133755.1,,,30.1975,13.631944444444445,92.0,?,T4,,,,,,18.78,19.22,,,,,,,,,,,2010.0,,
2MASS J22541892+3123498,,J22541892+3123498,343.57875,31.397222222222222,13.89,0.58,T4,,,,,,15.26,15.02,14.9,,14.63,13.25,12,,,,,,2002.0,,
WISEP J230356.79+191432.9,,,345.9866666666667,19.2425,29.0,?,T4,,,,,,16.86,> 16.02 >,17.1,,16.5,14.67 >,12.66,,,,,,2013.0,,
WISEP J140035.40-385013.5,,,210.1475,-38.83722222222222,22.0,?,T4,,,,,,16.04,15.82 >,16.07,,15.34,13.75 >,12.78,,,,,,2013.0,,
HQT-10,,,335.3620833333333,1.0641666666666667,141.0,44,T4,,,,,25.54,20,19.9,,,,,,,,,,,2010.0,,
2MASS J11061197+2754225 B,x,J11061197+2754225 B,166.55,27.906388888888888,20.6,1.1,T4,,,,,,,,,,,,,,,,1.5,,2010.0,,
WISEPA J195246.66+724000.8,,,298.19458333333336,72.66694444444445,13.6,,T4,,,,,,15.09,14.73,14.65,,14.2,13,11.92,,,,,,2011.0,,
2MASS J1721039+334415 B,x,J1721039+334415 B,260.26625,33.737500000000004,19.0,2,T4,,,,,,,,,,,,,,,,5.1,,,,
VHS J192934.1-442550.5,,,292.3925,-44.43083333333333,31.58,1.72,T4,,,,,,17.13,,16.84,,16.38,14.96,,,,,,,2012.0,,
2MASS J05185995-2828372 B,x,J05185995-2828372,79.75,-28.47694444444444,23.36,0.49,T4,,,,,,16.8,16.44,16.48,,,,,,,52.0,1.8,10.0,,,
WISEP J173421.02+502349.9,,,263.5875,50.39722222222222,24.0,?,T4,,,,,,16.34,15.85 >,15.37,,15.41,14.34 >,13.48,,,,,,2013.0,,
ULAS J150547.89+070316.6,,,226.44958333333332,7.054722222222222,93.0,?,T4,,,,,,18.96,19.1,19.29,,,,,,,,,,2008.0,,
CFBDS J090449+165347,,,136.20666666666668,16.89638888888889,65.0,12,T4,,,,25.34,,18.06,17.93,17.88,,,,,,,,,,2010.0,,
ULAS J085139.03+005340.9,,,132.9125,0.8947222222222222,87.0,?,T4,,,,,,18.8,18.96,19.01,,,,,,,,,,2010.0,,
ULAS J014443.27+014741.0,,,26.180416666666666,1.794722222222222,61.2,24,T4,,,,,,17.94,18.24,,,17.92,15.89,>12.83,,,,,,2015.0,,
ULAS J082327.46+002424.4,,,125.86458333333333,0.4066666666666667,84.0,?,T4,,,,,,18.57,19.02,18.58,,,,,,,,,,2008.0,,
WISEPA J081958.05-033529.0,,,124.99208333333333,-3.591388888888889,14.1,,T4,,,,,,14.99,14.64,14.59,,14.36,13.07,11.94,,,,,,2011.0,,
2MASS J1733423-165449 B,x,J1733423-165449 B,263.42625,-16.913888888888888,21.6,1.4,T4,,,,,,,,,,,,,,,,5.3,,,,
WISE J050650.20+523631.2,,,76.70916666666666,52.60861111111111,17.6,1.6,T4.5,,,,,,15.44,15.47,,15.6,14.94,13.73,12.27,,,7.0,,,2015.0,,
ULAS J150135.33+082215.2,,,225.39708333333334,8.370833333333334,60.0,10,T4.5,,,,,,18.32,18.3,18.53,,,,,,,,,,2008.0,,
ULAS J123845.96+124737.7 B,x,,189.69166666666666,12.793888888888889,,,T4.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
CFBDS J150000-182407,,,225.00208333333333,-18.401944444444442,58.0,15,T4.5,,,,26.36,,18.21,17.9,18.18,,,,,,,,,,2010.0,,
IRAC J142950.8+333011,,,217.46166666666667,33.503055555555555,32.0,1,T4.5,,,,,22.21,> 16.88,>,16.99,,16.54,14.98 >,12.04,,,,,,2004.0,,
ULAS J145935.25+085751.2,,,224.89708333333334,8.964166666666666,59.0,10,T4.5,,,,24.52,,17.98,17.93,18.04,,,,,1350,,70.0,21500.0,,2010.0,,
2MASS J12154432-3420591,,J12154432-3420591,183.93458333333334,-34.349722222222226,25.13,5.62,T4.5,,,,,,16.24,15.81 >,16.32,,16.01,14.38 >,12.33,,,,,,2002.0,,
ULAS J123153.60+091205.4,,,187.97333333333333,9.201388888888888,89.0,?,T4.5,,,,,,19.03,19.13,,,,,,,,,,,2010.0,,
ULAS J125708.07+110850.4,,,194.28375,11.147222222222222,67.0,?,T4.5,,,,,,18.39,18.51,,,,,,,,,,,2010.0,,
WISEP J154352.78-043909.5,,,235.97,-4.652777777777779,22.09,1.21,T4.5,,,,,22.02,16.45,16.45,16.43,,15.92,14.35 >,12.51,,,,,,2012.0,,
ULAS J145243.59+065542.9,,,223.18166666666667,6.9286111111111115,70.0,?,T4.5,,,,,,18.66,18.45,,,,,,,,,,,2007.0,,
ULAS J125359.78+265855.5,,,193.49916666666667,26.98222222222222,87.0,29.4,T4.5,,,,,,18.61,18.75,,,,,,,,,,,2015.0,,
SDSS J103321.92+400549.5 B,x,,158.34125,40.09722222222222,54.0,6,T4.5,,,,,,,,,,,,,,,,11.2,,,,
ULAS J114340.47+061358.9,,,175.91875,6.233055555555556,37.9,12.1,T4.5,,,,,,16.82,16.8,,16.97,16.74,14.8,>12.46,,,,,,2015.0,,
SDSS J000013.54+255418.6,,J00001354+2554180,0.056249999999999994,25.905277777777776,14.12,0.38,T4.5,,,,,,15.06,14.73,14.84,,,,,,,,,,2004.0,,
SDSS J135852.68+374711.9,,J13585269+3747137,209.71958333333333,37.78722222222222,26.0,1,T4.5,,,,,,16.46,16.14 >,16.1,16.66,16.12,14.12,12.37,,,,,,2006.0,,
*HBT2010 21,,,247.08666666666667,-24.640555555555554,125.0,5,T4.5,,,,,,> 21.00,18.89,,18.02,,,,,,2.0,,,2010.0,UNCON,P
ULAS J230049.08+070338.0,,,345.20458333333335,7.060555555555555,,,T4.5,,,,,,17.67,17.77,,17.74,,,,,,,,,2013.0,,
WISEP J163645.56-074325.1,,,249.19,-7.723611111111111,,,T4.5,,,,,,,,,,16.2,14.69 >,12.4,,,,,,2013.0,,
HD 65486 B,x,J07580434-2537356,119.50666666666666,-25.650277777777777,18.51,0.38,T4.5,,,,,,16.12,15.8,15.86,,15.92,13.82,,1090,,38.0,1630.0,,2012.0,,
CFBDS J204803-183212,,,312.015,-18.536944444444448,31.0,7,T4.5,,,,23.81,,16.44,16.55,16.6,,,,,,,,,,2010.0,,
SDSS J020742.48+000056.2,,J02074284+0000564,31.928333333333335,0.015555555555555555,34.13,4.66,T4.5,,,,,,16.8,16.79,16.71,16.52,16.4,15.04 >,12.62,1180,0.96,,,,2001.0,,
ULAS J094349.60+094203.4,,,145.95666666666668,9.700833333333332,79.0,?,T4.5,,,,,,18.84,18.8,,,,,,,,,,,2010.0,,
WISEP J021010.25+400829.6,,,32.54291666666666,40.141666666666666,27.0,?,T4.5,,,,,,16.77,16.06 >,15.88,,16.29,14.74 >,12.66,,,,,,2013.0,,
*HBT2010 19,,,246.93458333333334,-24.35027777777778,125.0,5,T4.5,,,,,,> 21.00,18.84,,17.62,,,,,,2.0,,,2010.0,UNCON,P
PSO J246.4222+15.4698,,,246.42208333333335,15.469722222222222,34.0,7,T4.5,,,,,,16.77,16.91,17.14,,,,,,,,,,2011.0,,
2MASS J21542494-1023022,,J21542494-1023022,328.60375,-10.383888888888889,33.0,4,T4.5,,,,,,16.43,16.45,17.05,,,,,,,,,,2003.0,,
ULAS J092605.47+083517.0,,,141.52291666666667,8.588055555555556,70.0,11,T4.5,,,,,,18.57,18.69,19.14,,,,,,,,,,2010.0,,
WISP 0307-7243,,,46.92125,-72.73277777777778,400.0,60,T4.5,,,,,,,22.36,,,,,,,,,,,2012.0,,
ULAS J213352.64-010343.4,,,323.4691666666667,-1.0619444444444446,95.6,33.8,T4.5,,,,,,18.8,,,,17.21,16.3,>12.13,,,,,,2015.0,,
2MASS J21265916+7617440 B,x,J21265916+7617440 B,321.74666666666667,76.29555555555555,12.0,2,T4.5,,,,,,,,,,,,,,,,1.3,,,,
SDSS J083048.80+012831.1,,J08304878+0128311,127.70333333333333,1.475277777777778,23.2,3.28,T4.5,,,,24.13,,16.29,16.14 >,16.36,16.38,15.75,14.05,12.58,,,,,,2004.0,,
WISEP J174303.71+421150.0,,,265.7654166666667,42.197222222222216,19.0,?,T4.5,,,,,,15.84,15.57,15.43,,15.4,13.92,12.38,,,,,,2013.0,,
ULAS J084036.72+075933.6,,,130.15291666666667,7.9927777777777775,96.0,?,T4.5,,,,,,19.04,19.4,,,,,,,,,,,2010.0,,
ULAS J093829.28-001112.6,,,144.62208333333334,-0.18694444444444444,78.0,?,T4.5,,,,,,18.53,19,,,,,,,,,,,2008.0,,
WISEP J083811.45+151115.1 C,x,J08381155+1511155,129.54833333333335,15.187777777777779,49.0,12,T4.5,,,,,,17.98,17.78,17.67,,,,,,,35.0,2.5,,2013.0,,
*HBT2010 18,,,246.92416666666668,-24.268055555555556,125.0,5,T4.5,,,,,,> 21.00,18.7,,17.64,,,,,,2.0,,,2010.0,UNCON,P
*HBT2010 15,,,246.89041666666665,-24.325,125.0,5,T4.5,,,,,,> 21.00,18.79,,17.4,,,,,,2.0,,,2010.0,UNCON,P
WISE J173551.56-820900.3,,,263.965,-82.15,17.5,3.5,T4.5,,,,,,,,,,,,,,,,,,2015.0,UNCON,
WISE J044130.52+044359.9,,,70.37708333333333,4.733333333333333,23.9,2.3,T4.5,,,,,,16.39,16.46,,16.38,15.74,14.4,>12.35,,,,,,2015.0,,
*HBT2010 01,,,246.45625,-24.333888888888886,125.0,5,T4.5,,,,,,20.98,18.58,,17.72,,,,,,2.0,,,2010.0,UNCON,P
ULAS J130227.54+143428.0,,,195.61458333333334,14.574444444444444,,,T4.5,,,,,,18.6,18.8,,,,,,,,,,,2013.0,,
*HBT2010 04,,,246.48333333333332,-24.566944444444445,125.0,5,T4.5,,,,,,20.12,18.41,,17.14,,,,,,2.0,,,2010.0,UNCON,P
*HBT2010 05,,,246.4975,-24.27111111111111,125.0,5,T4.5,,,,,,> 21.00,18.87,,17.66,,,,,,2.0,,,2010.0,UNCON,P
CFBDS J232449-045736,,,351.205,-4.960277777777778,82.0,16,T4.5,,,,,,18.72,,,,,,,,,,,,2011.0,,
*HBT2010 06,,,246.56333333333333,-24.577222222222222,125.0,5,T4.5,,,,,,> 21.00,18.84,,17.64,,,,,,2.0,,,2010.0,UNCON,P
*HBT2010 07,,,246.61166666666668,-24.65833333333333,125.0,5,T4.5,,,,,,20.92,18.75,,17.42,,,,,,2.0,,,2010.0,UNCON,P
ULAS J002422.94+002247.9,,,6.095416666666667,0.37999999999999995,60.0,?,T4.5,,,,,,18.16,18.24,,,,,,,,,,,2007.0,,
ULAS J211317.05+001840.7,,,318.32125,0.3113888888888889,75.2,25.7,T4.5,,,,,,18.29,18.46,,18.47,,,,,,,,,2015.0,,
*HBT2010 09,,,246.80041666666668,-24.286944444444448,125.0,5,T4.5,,,,,,20.25,19.15,,17.88,,,,,,2.0,,,2010.0,UNCON,P
2MASS J06020638+4043588,,J06020638+4043588,90.52666666666667,40.73305555555556,14.0,2,T4.5,,,,,,15.54,15.59,15.17,,15.24,13.54 >,12.68,,,,,,2007.0,,
ULAS J231835.51-001330.0,,,349.6479166666667,-0.225,88.0,?,T4.5,,,,,,18.84,19.25,19.41,,,,,,,,,,2010.0,,
ULAS J131313.57+265433.8,,,198.30666666666667,26.909444444444443,79.0,26.8,T4.5,,,,,,18.4,18.44,,18.66,,,,,,,,,2015.0,,
