Star Number,RA (Decimal Degrees),DEC (Decimal Degrees),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
8755,101.53855060129065,65.20756287231717,101.54071015286,65.20803624654,0.0016626,0.0010071,36.33,1100961265139779072,101.54071015286,1.276,65.20803624654,1.4663,,,,,,,,,102,0.6573,105.74,1.913,0.4506,3,,,10,,false,72.1988,0.908775,21.041042,26.6094,4.62518,21.775955,86.0553,19.910952,1.56,1.865004,,,0,,,186251015407160358,1237667206749881257,,,0.013941,0.188741,0.124909,21.041042,0.013941,72.1988,0.244,1.276,1.4663,0.4463,3.678567
8758,270.7808960512235,-49.03571390779766,270.77961565094,-49.03543553399,0.0032632,0.0024145,73.52,6707019417608242560,270.77958858787,0.1822,-49.03543193822,0.1464,0.1469,0.2097,0.7006,4.073,-3.992,0.198,0.809,0.15,295,-0.1235,298.56,0.0,0.0,31,,,18,0.994,false,565.672,1.0906,18.805956,262.86,7.8836,19.28923,423.227,18.181461,1.213,1.107769,,,0,,,,,474533429,,0.00346,0.032682,0.016809,18.805956,0.00346,565.672,-0.014,3.2032,2.4934,0.1641,3.183741
8762,21.52872790412552,40.190121141610405,21.52988916515,40.18854940588,0.0065641,0.0036862,92.13,324061673394912128,21.52988916515,6.5609,40.18854940588,3.6918,,,,,,,,,101,17.1083,579.51,23.993,31.29,3,,,8,,false,51.4079,1.028,21.409792,100.995,7.73236,20.327797,270.521,18.667393,7.227,1.660404,,,0,,,156220215298546867,1237671067918992178,,,0.021886,0.083173,0.038505,21.409792,0.021886,51.4079,5.937,6.5609,3.6918,-0.0452,6.497287
8767,224.85502297827554,-74.09997737379325,224.85556391666,-74.09957061927,2.971E-4,2.289E-4,20.67,5793454486205895936,224.85553121204,0.0123,-74.09957905376,0.0138,0.4239,0.0169,25.0552,2.769,-2.016,0.015,-1.898,0.018,429,4.2664,560.28,0.074,2.951,31,,,28,1.149,false,39024.5,5.4526,14.209023,16432.9,13.2149,14.799257,32138.2,13.48034,1.245,1.318917,,,0,,,,,405659782,,0.002759,0.002924,0.003829,14.209023,0.002759,39024.5,-0.005,0.2384,0.2894,0.1716,1.558478
8771,279.7229684261065,15.907034767554947,279.72363989854,15.90604840911,0.0349751,0.0224766,75.45,4511487321925177088,279.72362465079,1.559,15.9060273891,1.554,-1.047,1.7583,-0.5954,5.767,-3.299,2.159,-4.73,1.422,112,4.2676,183.39,5.057,3.409,95,1.3347,0.3582,10,1.304,false,90.62,1.69405,20.794306,,,,,,,,,,0,,,127082797236237757,,,,0.020483,,,20.794306,0.020483,90.62,,34.3208,23.4637,0.2169,4.244202
8774,102.9029890665242,38.09876873101379,102.90342371624,38.10148734216,5.354E-4,4.261E-4,125.13,944134283832085376,102.90343092975,0.027,38.10147906626,0.0274,0.2541,0.03,8.4575,2.258,1.277,0.031,-1.862,0.028,191,-1.0455,173.35,0.0,0.0,31,,,15,0.945,false,16318.1,6.7233,15.155696,8850.29,14.7931,15.471149,10694.9,14.674957,1.198,0.796191,,,0,,,153721029034312393,1237673430155133377,,641158457,0.002791,0.003328,0.005491,15.155696,0.002791,16318.1,-0.002,0.5019,0.4652,-0.2119,9.864157
8776,120.31269893953895,-46.25624519721123,120.31045714364,-46.25658493626,0.002997,0.0026658,5.2,5518852792900814208,120.31043796478,0.1267,-46.25656233415,0.1364,-0.0854,0.1471,-0.5805,5.896,-2.984,0.166,5.085,0.188,353,-0.407,351.06,0.0,0.0,31,,,26,0.984,false,568.627,1.02039,18.800299,253.991,7.31879,19.326498,438.357,18.143324,1.218,1.183174,,,0,,,,,469052369,,0.003375,0.03141,0.013486,18.800299,0.003375,568.627,-0.017,2.6687,2.9944,0.0212,5.712642
8779,331.7977029702037,49.86858744585902,331.79888099102,49.86834943981,0.0042116,0.0034454,7.55,1976942831822056704,331.79886574875,0.1657,49.86833867712,0.1767,0.4142,0.2084,1.9877,3.279,-2.21,0.213,-2.422,0.26,315,0.2861,330.49,0.096,0.02723,31,,,23,1.01,false,405.009,0.960716,19.168705,187.041,6.13642,19.6587,319.453,18.48688,1.251,1.171822,,,0,,,167843317988672714,,,700473648,0.003772,0.03573,0.02366,19.168705,0.003772,405.009,0.017,3.4601,4.1995,0.0526,2.864576
8780,93.32207278030037,-60.21265415642974,93.32583146664,-60.21211637151,9.776E-4,7.908E-4,176.28,5482247409400380160,93.32586849028,0.0403,-60.21208302605,0.0433,0.5411,0.0404,13.3773,8.568,4.138,0.049,7.503,0.06,339,-1.272,313.98,0.0,0.0,31,,,28,0.95,false,3863.43,2.40478,16.719933,1969.54,10.4665,17.102629,2673.51,16.18019,1.202,0.92244,,,0,,,,,471979262,,0.002837,0.006409,0.005484,16.719933,0.002837,3863.43,-0.008,0.7917,0.9769,-0.0276,6.995392
8797,258.20999156121644,-48.14758641958325,258.21092050795,-48.14778513436,0.005337,0.004304,89.99,5950718768199213056,258.21090809015,0.2073,-48.14780937649,0.1558,0.4176,0.2419,1.7263,5.764,-1.864,0.329,-5.454,0.261,595,-0.2694,603.21,0.0,0.0,95,1.4394,0.0415,19,0.992,false,468.207,0.807111,19.011272,167.78,3.48813,19.776691,382.505,18.291304,1.175,1.485388,,,0,,,,,,,0.003331,0.022744,0.013329,19.010356,0.00333,468.602,-0.093,5.337,4.304,1.0E-4,2.343172
8799,261.62326785325666,-29.156297284406413,261.62294911698,-29.15600826911,0.0302038,0.0040401,57.6,4059541107628010752,261.62294911698,25.5945,-29.15600826911,16.5383,,,,,,,,,45,-0.0719,38.7,0.0,0.0,3,,,4,,false,90.0511,2.40202,20.801144,,,,,,,,,,0,,,,,,,0.029092,,,20.801144,0.029092,90.0511,,25.5945,16.5383,0.9575,1.444534
8802,272.8061696145086,-79.48991931203666,272.80417094665,-79.48757891347,0.0017744,0.0012076,59.71,6363971931474956928,272.80417094665,1.6489,-79.48757891347,1.3741,,,,,,,,,108,1.5451,126.04,2.901,1.264,3,,,12,,false,80.6426,1.09776,20.920956,70.7125,12.9355,20.714802,54.7258,20.402414,1.555,0.312387,,,0,,,,,,,0.015034,0.198635,0.161735,20.920956,0.015034,80.6426,0.387,1.6489,1.3741,0.3249,8.527069
8804,167.79379729273407,-34.56432360670415,167.79694634403,-34.56503433494,0.0099514,0.0084563,89.05,5402372906162959360,167.79693985392,0.2888,-34.5650961797,0.3521,0.7558,0.5438,1.39,13.967,-1.203,0.619,-13.915,0.526,562,0.641,647.97,0.875,0.634,95,1.1601,0.0883,18,1.019,false,147.638,0.539378,20.264372,47.0656,4.2669,21.156784,179.19,19.114613,1.533,2.042172,,,0,,,,,86517482,,0.00483,0.098471,0.034408,20.254828,0.004801,148.942,0.192,9.951,8.4567,0.0054,9.679799
8805,174.31878116589516,-66.6785005259982,174.31894321014,-66.67809645235,0.020449,0.0153273,72.83,5236738763720013312,174.31888047075,0.7972,-66.6780950408,0.782,0.5976,1.0422,0.5734,5.598,-5.589,1.268,0.318,0.984,191,1.9098,234.71,2.883,2.053,95,1.4019,0.2107,16,1.099,false,108.712,0.858196,20.59667,42.8635,5.2384,21.258324,82.3873,19.958244,1.152,1.300079,,,0,,,,,,,0.009003,0.132718,0.067574,20.597866,0.009012,108.593,-0.095,20.0546,15.8399,0.1627,1.472884
8808,66.12051245646013,-72.7095575946059,66.1150279814,-72.7092783263,0.0048872,0.0045429,46.98,4653511612546825856,66.1150592535,0.2326,-72.70927881417,0.2236,-0.3082,0.2307,-1.3361,2.094,2.091,0.295,-0.11,0.292,322,0.7855,351.42,0.0,0.0,31,,,26,1.03,false,265.378,0.785025,19.627707,186.886,6.37256,19.6596,122.192,19.530289,1.165,0.129311,,,0,,,,,,,0.004232,0.037127,0.058043,19.627707,0.004232,265.378,0.005,4.7301,4.7063,0.0727,5.953801
8809,128.10952982617988,-39.549373300369155,128.10889233739,-39.55115012393,0.0318343,0.0222416,11.25,5529348524734585344,128.10889332362,1.0197,-39.55116755731,1.4772,-2.8383,1.5531,-1.8276,3.926,0.171,1.414,-3.923,1.928,260,46.2927,3983.84,11.699,156.5,95,-0.4495,0.3736,21,3.645,false,196.107,2.92513,19.956137,71.3715,7.91233,20.704731,363.105,18.347815,2.216,2.356916,,,0,,,,,442858206,,0.016428,0.120398,0.01743,19.941008,0.016207,198.858,0.83,22.6813,31.5226,0.1389,6.636822
8810,15.068177709566175,72.63893032396675,15.0652876664,72.63968253234,5.135E-4,4.101E-4,151.31,538189402540496000,15.0650459478,0.0207,72.63970069349,0.0219,0.991,0.0253,39.1557,16.734,-16.228,0.027,4.086,0.031,410,1.7122,471.88,0.083,1.185,31,,,28,1.06,false,11118.7,3.01075,15.572235,4425.26,9.72345,16.223696,9633.33,14.788455,1.264,1.435241,,,0,,,195160150650988415,,,814014481,0.002771,0.003671,0.003935,15.572235,0.002771,11118.7,0.002,0.4361,0.4916,-0.1876,4.119543
8815,165.76543982025865,-49.363072200649285,165.76487824069,-49.36446154814,0.0027302,0.0022914,48.2,5361792435951473792,165.76483796573,0.1296,-49.36445106081,0.1269,0.2602,0.1764,1.475,6.356,-5.901,0.156,2.36,0.154,425,0.0505,439.11,0.0,0.0,31,,,27,1.001,false,536.717,0.815792,18.863005,174.624,4.75881,19.733286,499.144,18.00233,1.255,1.730955,,,0,,,,,411733734,,0.003212,0.02972,0.012353,18.863005,0.003212,536.717,-0.044,2.5446,2.4959,0.1724,5.172043
8819,44.916790619267545,48.794612545057845,44.91386061292,48.79553301125,0.0087292,0.0079496,89.01,439133845939107712,44.9138660779,0.4124,48.79552981521,0.3712,0.8285,0.5496,1.5074,1.083,0.81,0.547,-0.719,0.505,231,-0.1624,233.37,0.0,0.0,95,1.3016,0.1231,16,0.991,false,188.786,0.848172,19.997444,80.9199,9.45294,20.568405,176.026,19.133953,1.361,1.434452,,,0,,,166550449139135404,,,,0.005602,0.126865,0.058784,19.997158,0.005601,188.835,0.099,8.729,7.9498,0.0032,7.698238
8820,245.74201057691278,-16.58031962432294,245.74268891833,-16.58261342771,0.0095064,0.0065719,86.45,4325074638789188480,245.74264186458,0.4208,-16.58266695675,0.2313,-0.0012,0.4542,-0.0026,15.749,-10.147,0.59,-12.044,0.412,358,0.4844,387.23,0.798,0.708,31,,,16,1.017,false,201.961,0.734978,19.9242,97.8163,6.79083,20.362514,130.208,19.461306,1.129,0.901209,,,0,,,88102457426751172,,173919226,,0.004817,0.075428,0.042857,19.9242,0.004817,201.961,-0.079,9.4969,6.5857,0.0466,8.582966
8826,84.17269904675192,-36.333596719093094,84.17500719123,-36.3317226046,0.0112217,0.0097363,155.74,4809790736415985664,84.17491030662,0.4764,-36.33176771107,0.5072,2.1986,0.5888,3.7341,20.283,-17.561,0.63,-10.149,0.694,320,0.288,364.48,1.102,0.4621,95,1.0678,0.1566,27,1.01,false,130.102,0.796284,20.401659,41.6528,6.40066,21.28943,192.701,19.035685,1.801,2.253746,,,0,,,,,,,0.007194,0.166865,0.059008,20.388371,0.007119,131.704,0.431,10.0026,10.9851,-0.1061,9.5041
8835,69.7163186530567,12.719639345434587,69.7180381309,12.72160777594,0.0123535,0.0083024,72.67,3307989961772714368,69.71804453607,0.4878,12.72160070027,0.2446,1.4848,0.6245,2.3776,2.124,1.406,0.754,-1.592,0.548,526,0.1033,556.47,0.0,0.0,95,1.447,0.1017,18,1.003,false,145.806,0.585856,20.277931,69.9536,5.84193,20.726517,117.324,19.574429,1.284,1.152088,,,0,,,123260697179796490,,,,0.00516,0.090714,0.052075,20.280417,0.005168,145.472,0.053,12.0491,8.7382,0.226,9.309997
8838,249.02574587771096,-70.26572067125201,249.02278009586,-70.26537394736,0.0016744,0.0011802,10.49,5808571083156779392,249.02271268246,0.0602,-70.26539120601,0.0801,0.2877,0.1068,2.6931,6.427,-5.122,0.074,-3.883,0.104,528,-0.433,529.7,0.0,0.0,31,,,29,0.986,false,1116.83,1.10096,18.067396,587.571,6.46418,18.415892,735.284,17.581758,1.184,0.834133,,,0,,,,,402584823,,0.002956,0.012266,0.010332,18.067396,0.002956,1116.83,-0.018,1.1998,1.6604,0.1268,3.815115
8840,235.920579438128,-38.86034898120058,235.92182101079,-38.85852658987,0.0088034,0.0038249,92.4,6009107405472895104,235.92182101079,8.7971,-38.85852658987,3.8393,,,,,,,,,59,0.1203,54.59,0.829,0.0513,3,,,7,,false,68.1512,1.47641,21.103683,42.546,7.97686,21.266396,53.1573,20.433987,1.404,0.832409,,,0,,,,,,,0.023682,0.203582,0.144912,21.103683,0.023682,68.1512,0.202,8.7971,3.8393,-0.0779,7.426659
8846,227.71074953568962,49.163025304456596,227.71111993721,49.16444653472,0.0039636,0.0032463,24.18,1589498161377463296,227.7110932713,0.1629,49.16441598811,0.1678,1.225,0.1834,6.6809,7.914,-3.923,0.211,-6.873,0.239,373,-0.3511,375.19,0.0,0.0,31,,,28,0.986,false,426.34,1.01101,19.112976,90.1028,5.36318,20.451696,466.808,18.07505,1.306,2.376646,,,0,,,166992277110857993,1237659162806124716,,696238223,0.003771,0.064686,0.021695,19.112976,0.003771,426.34,-0.082,3.3773,3.8527,0.1485,5.190195
8847,261.7381148902699,-52.6166873822166,261.73872708079,-52.61602839181,3.485E-4,2.529E-4,104.41,5924735246863425664,261.7386570999,0.0182,-52.61606752696,0.0152,1.589,0.0199,79.8107,12.997,-9.56,0.021,-8.805,0.016,455,-0.2127,450.87,0.0,0.0,31,,,19,0.992,false,31107.0,5.29068,14.455221,14857.2,11.2061,14.9087,23259.6,13.83139,1.225,1.07731,,,0,,,,,363964774,,0.002762,0.002908,0.003853,14.455221,0.002762,31107.0,0.001,0.3434,0.2599,-0.1554,2.72371
8854,79.4916569649435,66.41588401699647,79.4949894654,66.41478085403,0.0056955,0.0046298,9.55,481125401896371968,79.49505423101,0.246,66.41475869893,0.2639,1.6444,0.4519,3.6385,7.671,5.831,0.294,-4.985,0.353,798,2.4261,948.12,1.405,2.277,95,1.2803,0.0727,24,1.061,false,195.303,0.533439,19.960594,44.1022,4.1259,21.227392,249.716,18.754278,1.504,2.473114,,,0,,,187690794950058474,,,,0.004048,0.101612,0.029268,19.943409,0.004014,198.419,0.102,4.6624,5.6688,0.0681,6.229956
8857,200.23429064980357,-72.39107106888392,200.23714588349,-72.38958505026,0.0045751,0.0038031,27.89,5840266331199827456,200.23689156794,0.2068,-72.38960768645,0.2079,0.6843,0.2522,2.7137,18.045,-17.312,0.243,-5.093,0.275,382,0.2263,398.88,0.0,0.0,95,1.4203,0.0637,26,1.007,false,303.819,0.777462,19.48083,87.1307,5.59624,20.488113,288.345,18.598116,1.236,1.889998,,,0,,,,,397537686,,0.003913,0.069791,0.019879,19.473883,0.0039,305.77,-0.084,3.9849,4.4177,0.1519,6.187807
8858,349.99616529577025,30.476022475458905,349.99671429207,30.47644333078,0.0090623,0.0074307,24.89,2870367119688809728,349.99673080442,0.3563,30.47642892792,0.3858,-0.0023,0.5649,-0.0041,4.556,3.202,0.483,-3.241,0.552,360,-0.2532,371.65,0.0,0.0,31,,,20,0.99,false,150.798,0.697722,20.241379,67.877,6.62505,20.759235,106.577,19.678732,1.157,1.080504,,,0,,,144573499966922279,1237680326805750782,,,0.00573,0.106009,0.066861,20.241379,0.00573,150.798,-0.068,7.7449,8.7953,0.1508,2.279647
8859,75.66705703448065,37.460703513524464,75.66863262324,37.4625099575,0.0096158,0.0019723,108.68,186780641576781440,75.66863262324,9.131,37.4625099575,3.6026,,,,,,,,,64,1.5989,77.33,4.258,1.285,3,,,5,,false,76.5979,1.64058,20.976824,34.2784,11.5148,21.500992,97.3431,19.777132,1.718,1.72386,,,0,,,152950756686215644,,,,0.023417,0.36473,0.036806,20.976824,0.023417,76.5979,0.42,9.131,3.6026,-0.8171,7.909637
8869,220.68656724639285,-58.560990743603526,220.68863828215,-58.56248327458,9.424E-4,7.754E-4,36.57,5879328990069370368,220.68854548086,0.0395,-58.56252445537,0.0398,0.5235,0.0685,7.6415,14.299,-10.891,0.052,-9.266,0.055,460,-0.9415,446.02,0.0,0.0,31,,,20,0.968,false,3193.06,1.73079,16.926847,1154.76,6.05061,17.682308,2927.6,16.081617,1.279,1.600691,,,0,,,,,374326212,,0.002817,0.006336,0.004687,16.926847,0.002817,3193.06,-0.004,0.8385,0.8867,0.1847,6.632703
8870,309.62481742032514,4.245153169267482,309.62547573859,4.24501423845,0.0017111,0.0010692,49.37,4233300022421888512,309.62548836177,0.0688,4.24501161103,0.0467,0.5928,0.0849,6.978,2.893,2.832,0.091,-0.591,0.085,316,2.4184,390.85,0.205,1.698,31,,,16,1.097,false,3124.34,1.92629,16.95047,1424.06,12.2711,17.454718,2396.49,16.298956,1.223,1.155762,,,0,,,113093096254974479,1237666210337588370,,472492722,0.002835,0.009763,0.005254,16.95047,0.002835,3124.34,-0.009,1.4735,1.3784,0.4343,2.415785
8872,82.15073807112671,-6.634644012959598,82.15230635123,-6.63247251614,0.0077811,0.0068855,89.64,3208861188869092480,82.15232785191,0.3823,-6.6324411257,0.35,1.6678,0.544,3.0658,8.543,4.805,0.476,7.063,0.417,412,-1.0497,424.19,0.0,0.0,95,1.11,0.0948,23,0.963,false,156.25,0.6811,20.202818,30.4414,4.20569,21.62988,212.548,18.929255,1.555,2.700626,,,0,,,100040821523061452,1237653745244570436,26787055,,0.005476,0.150028,0.042166,20.181758,0.005398,159.31,0.119,7.7811,6.8856,0.0015,9.620881
8875,63.8079782784962,80.30207384451691,63.79721588468,80.30121023322,5.449E-4,4.465E-4,14.6,557394434701252096,63.79725025258,0.0195,80.30121644757,0.0234,0.3629,0.0259,14.0347,1.911,1.303,0.028,1.398,0.033,292,1.4841,336.95,0.05,0.5293,31,,,21,1.061,false,15514.9,4.38426,15.210495,7911.68,27.9294,15.592871,10585.8,14.68609,1.192,0.906781,,,0,,,204360637971992249,1237671071147425988,,852015668,0.002772,0.004741,0.00648,15.210495,0.002772,15514.9,-0.016,0.4534,0.5392,0.0974,7.2296
8876,70.47909423785745,3.9347624657051057,70.47920055669,3.93524342573,0.0159975,0.0111264,85.7,3281310419499323648,70.47931557049,0.7428,3.9352009747,0.3578,0.5784,0.8584,0.6738,27.527,25.817,0.982,-9.551,0.699,350,2.4584,432.38,1.829,1.716,95,1.3724,0.1436,19,1.094,false,118.693,0.759548,20.501303,42.8091,6.61486,21.259703,162.874,19.21827,1.733,2.041433,,,0,,,112720704792572727,,,,0.007474,0.167791,0.048377,20.491772,0.007418,119.74,0.392,15.9743,11.1597,0.0554,1.773061
8877,243.42232263554627,-65.80974714656975,243.42519008327,-65.8099099035,0.0023735,0.0015149,152.37,5821965784787058304,243.42510410047,0.1021,-65.80994953594,0.0997,0.286,0.1479,1.9333,11.932,-7.927,0.109,-8.917,0.139,419,1.3675,467.81,0.0,0.0,95,1.5039,0.0333,22,1.047,false,812.827,1.23887,18.412373,,,,,,,,,,0,,,,,,,0.003214,,,18.412373,0.003214,812.827,,1.7358,2.2171,-0.3565,4.270331
8880,311.7012965031916,76.55251563840753,311.71246227413,76.55300363545,0.0021631,0.0017306,93.03,2278565603198248192,311.71242308778,0.0971,76.55301527725,0.0878,0.3404,0.0981,3.4699,3.326,-2.05,0.137,2.619,0.107,335,0.5956,359.72,0.0,0.0,31,,,26,1.022,false,1032.3,1.28959,18.152857,467.234,8.48869,18.664705,801.426,17.488237,1.229,1.176468,,,0,,,199863117126644474,1237663230146969910,,833070836,0.003071,0.019922,0.015366,18.152857,0.003071,1032.3,-0.005,2.162,1.732,-0.0238,9.511406
8884,80.15497495959467,87.23699873389361,80.10549900958,87.23634363588,8.205E-4,7.342E-4,95.05,575023179507202816,80.10527526034,0.0392,87.23633865832,0.0399,1.146,0.0437,26.2163,2.673,-2.427,0.051,-1.12,0.045,362,1.3478,411.03,0.125,0.8797,31,,,25,1.05,false,4327.79,2.5629,16.5967,1518.67,23.2351,17.384884,3782.43,15.803469,1.225,1.581415,,,0,,,212680801046014411,,,887002534,0.002829,0.016844,0.00819,16.5967,0.002829,4327.79,-0.055,0.8199,0.7349,-0.0195,8.904902
8887,142.05542470250526,-82.22607226524067,142.06176981983,-82.22583750806,0.0033569,0.002755,76.38,5195490718130909824,142.06160090406,0.1265,-82.2258186462,0.1229,0.0998,0.1333,0.7486,6.666,-5.141,0.208,4.244,0.173,304,1.0843,339.45,0.265,0.41,31,,,26,1.044,false,681.616,1.07087,18.603518,319.576,7.13706,19.077106,502.537,17.994976,1.206,1.08213,,,0,,,,,,,0.003241,0.024408,0.020359,18.603518,0.003241,681.616,-0.019,3.3264,2.7917,0.0906,3.203315
8891,289.2295069989381,39.79576170643921,289.22865948568,39.79524409507,0.0028192,0.0022936,165.85,2101222074220304128,289.22863724423,0.114,39.79522349097,0.1361,0.2228,0.1327,1.6792,6.023,-3.845,0.143,-4.636,0.171,345,0.6817,372.61,0.236,0.3435,31,,,26,1.025,false,718.448,1.15463,18.54638,339.318,8.52893,19.012024,512.319,17.974045,1.185,1.037979,,,0,,,155752892286164942,,,649286662,0.003261,0.027433,0.019902,18.54638,0.003261,718.448,-0.035,2.3283,2.7906,-0.098,2.994603
8893,63.62429177604004,45.19993448943589,63.62546412904,45.20098342882,0.0170822,0.0093897,105.94,232879556358168960,63.62545201075,0.6912,45.20098237326,0.4207,-1.3555,0.7855,-1.7256,1.936,-1.921,1.025,-0.238,0.637,233,-0.691,223.95,0.0,0.0,95,1.3504,0.1436,15,0.966,false,125.8,0.795797,20.43817,44.8701,4.19276,21.208649,121.962,19.532337,1.326,1.676312,,,0,,,162240636254291873,,,,0.0074,0.101492,0.055093,20.434608,0.007379,126.213,0.034,16.6264,10.175,-0.3179,4.806601
8900,9.532199515781992,57.93495604946477,9.52748412293,57.93582201374,0.0120744,0.0075645,148.54,424917680283286144,9.52745215957,0.4028,57.93581203071,0.464,0.5058,0.6706,0.7543,4.43,-3.818,0.56,-2.246,0.69,428,1.1661,486.19,1.289,0.7654,95,1.4308,0.1201,26,1.04,false,124.797,0.63143,20.446857,53.2965,6.22803,21.021795,133.335,19.435535,1.495,1.58626,,,0,,,177520095275663706,,,,0.006146,0.126906,0.054748,20.444595,0.006136,125.057,0.215,9.0189,11.0304,-0.3963,9.535809
8903,113.14745476298971,-14.495433057181927,113.14776190818,-14.49508148018,6.668E-4,5.542E-4,115.5,3030160110932587776,113.14775085839,0.0314,-14.49506054627,0.032,0.2983,0.0439,6.7946,5.29,-2.407,0.04,4.71,0.036,369,0.1894,384.64,0.0,0.0,31,,,21,1.006,false,5618.68,2.80966,16.31328,2699.04,10.9121,16.76052,4161.74,15.699708,1.221,1.060813,,,0,,,90601131477776260,,56066152,,0.002808,0.005201,0.004642,16.31328,0.002808,5618.68,-0.002,0.6474,0.5767,-0.1431,1.657698
8905,157.14172297013673,-52.64957267511396,157.14376023124,-52.64964690993,0.008936,0.008261,119.08,5357260253326275712,157.14373846076,0.4875,-52.64965078301,0.4362,0.0803,0.4959,0.162,3.097,-2.972,0.542,-0.871,0.515,301,-1.1888,291.49,0.0,0.0,95,1.2705,0.1417,22,0.95,false,140.438,0.727105,20.318653,54.6989,5.05549,20.993595,126.159,19.495596,1.288,1.497999,,,0,,,,,,,0.00626,0.100387,0.064505,20.317576,0.006255,140.578,0.018,8.7812,8.4253,-0.0667,4.457551
8907,288.1535280644933,-22.967749588852115,288.1559351158,-22.9691807041,0.013448,0.0063849,47.23,4080845554044949760,288.15592553842,0.5876,-22.96920864384,0.5715,0.6723,0.4998,1.3451,6.592,-1.984,0.655,-6.286,0.621,182,0.6519,197.19,0.938,0.6614,95,1.3932,0.126,14,1.033,false,179.967,0.856633,20.049387,82.6896,5.15537,20.544914,131.146,19.453506,1.188,1.091408,,,0,,,80432881559477299,,,,0.005857,0.067749,0.068661,20.052286,0.005869,179.487,-0.037,10.7823,10.2643,0.6309,9.497262
8910,126.33143194526515,-39.22603576271563,126.3316578976,-39.22745586131,0.0204744,0.0139817,20.24,5528127796248110592,126.33163842419,0.7436,-39.22745929787,0.8153,-0.4185,0.9562,-0.4376,3.481,-3.394,0.93,-0.773,1.233,198,1.2094,235.24,2.338,25.89,95,1.0124,0.2491,17,1.061,false,88.8829,0.824664,20.815321,42.4653,4.35006,21.268457,90.4593,19.856764,1.496,1.411694,,,0,,,,,,,0.010444,0.111256,0.048783,20.815305,0.010443,88.8842,0.236,14.9086,19.8097,0.2459,5.151041
8913,218.15043811583183,-59.8110745328449,218.15101405963,-59.81099537831,0.0191264,0.0159743,20.52,5878825031453802240,218.15094510499,0.7773,-59.81101554755,0.8911,0.9674,1.3402,0.7218,9.026,-7.802,1.022,-4.538,1.189,156,1.3622,181.2,1.005,0.2266,95,0.8888,0.2127,12,1.077,false,89.908,0.979626,20.80287,23.0342,5.4941,21.93261,187.063,19.067926,2.337,2.864683,,,0,,,,,,,0.012147,0.258984,0.045894,20.779224,0.011899,91.8876,0.876,16.3944,18.7676,0.1181,1.080855
8922,318.3068252176359,43.69954881725138,318.30551213086,43.69933627795,9.211E-4,6.976E-4,128.38,1970006807548237696,318.30548433078,0.0387,43.69929257791,0.0381,1.456,0.0441,33.035,10.823,-4.522,0.052,-9.833,0.049,393,0.1175,407.81,0.0,0.0,31,,,24,1.003,false,4450.52,2.51885,16.56634,1553.11,7.50073,17.360537,4144.4,15.704242,1.28,1.656295,,,0,,,160433183054859814,,,669409658,0.002823,0.00594,0.004637,16.56634,0.002823,4450.52,-0.009,0.842,0.7913,-0.2642,3.502183
8928,138.07696306504243,-82.64872727452959,138.08948324332,-82.64718337504,0.0035955,0.0028067,92.43,5195127535697417472,138.0891674936,0.1417,-82.6471482687,0.1287,0.2065,0.1359,1.5199,12.044,-9.092,0.223,7.899,0.173,253,0.3088,265.12,0.0,0.0,31,,,23,1.013,false,754.894,1.24815,18.492653,341.494,12.3437,19.005085,563.447,17.870764,1.199,1.134321,,,0,,,,,461954439,,0.003289,0.039344,0.019081,18.492653,0.003289,754.894,-0.031,3.5942,2.8083,-0.0212,8.009911
8934,74.2741634751609,57.80543900691168,74.27542880293,57.80629533239,0.0054251,0.0043077,65.18,283742208342701312,74.27544230464,0.2941,57.80629314175,0.2501,0.3838,0.3802,1.0094,1.692,1.619,0.325,-0.493,0.278,465,0.8541,511.25,0.0,0.0,95,1.3464,0.071,20,1.028,false,241.307,0.814885,19.730944,107.858,9.53592,20.256413,221.714,18.883413,1.366,1.372999,,,0,,,177360742753688282,1237666462646075611,,,0.004586,0.096032,0.039214,19.73137,0.004588,241.212,0.11,5.2455,4.5248,0.1746,3.923465
