Star Number,RA (Decimal Degrees),DEC (Decimal Degrees),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2123,256.19768891202875,13.150852098272821,256.1968076669,13.15236892364,0.0083023,0.0056236,61.8,4544349658601154176,256.19680146225,0.3642,13.15235760215,0.2742,0.2804,0.4698,0.5967,2.887,-1.359,0.478,-2.547,0.384,583,-0.9766,569.94,0.0,0.0,95,1.434,0.0769,20,0.971,false,184.66,0.621625,20.021433,72.838,5.29586,20.682646,159.097,19.243742,1.256,1.438904,,,0,,,123782561968453380,1237665107046827542,,,0.004577,0.07899,0.044448,20.021094,0.004576,184.718,-0.007,7.7844,6.3211,0.3157,6.27387
2124,160.17799446324875,-51.21441115063392,160.17811704497,-51.2137630776,0.0043493,0.0032099,71.99,5360749858409383424,160.17810124589,0.2,-51.21375645422,0.18,-0.2926,0.245,-1.1942,2.679,-2.227,0.264,1.49,0.206,389,-0.3362,389.86,0.0,0.0,95,1.419,0.0568,26,0.987,false,333.178,0.823659,19.380676,112.753,5.49141,20.208225,298.026,18.562258,1.233,1.645968,,,0,,,,,414225357,,0.003847,0.052952,0.019859,19.377562,0.003841,334.135,-0.055,4.2536,3.3358,0.1785,2.349382
2126,289.5043574023831,-46.36674608584578,289.50779253994,-46.36733020437,0.0129319,0.0092253,105.67,6663469273859470720,289.50776138992,0.574,-46.36733979202,0.5245,-1.068,0.6526,-1.6364,5.296,-4.836,0.784,-2.157,0.596,235,1.3011,291.32,1.394,0.8736,95,1.1822,0.1698,16,1.06,false,116.08,0.731685,20.525469,44.0223,5.28681,21.22936,76.3603,20.040726,1.037,1.188635,,,0,,,,,,,0.007378,0.13042,0.123418,20.527672,0.00739,115.845,-0.198,12.6981,9.5445,-0.1762,8.788604
2132,210.26351275209552,-56.45125417374339,210.26388811676,-56.45117628561,0.0112313,0.0063015,165.73,5872274557780078592,210.26385845408,0.3004,-56.4511868969,0.4343,0.7868,0.5612,1.402,4.394,-3.688,0.417,-2.388,0.688,340,1.438,395.94,0.906,0.695,95,1.2757,0.083,18,1.055,false,196.795,0.762557,19.952332,41.55,4.68062,21.292114,211.723,18.933474,1.287,2.358641,,,0,,,,,,,0.005029,0.12234,0.032516,19.937172,0.00498,199.562,-0.099,6.7055,10.9948,-0.2801,0.797704
2141,119.23618019690883,-20.937985370942698,119.23458323332,-20.93804212274,0.0080902,0.0065618,79.6,5712431646152189312,119.23457721082,0.3134,-20.93803038332,0.2438,-0.215,0.4582,-0.4694,2.929,-1.266,0.509,2.641,0.417,313,0.2142,326.08,0.0,0.0,95,1.4158,0.0847,15,1.008,false,236.511,0.812098,19.75274,,,,,,,,,,0,,,,,68402711,,0.004636,,,19.75274,0.004636,236.511,,8.0449,6.6172,0.0747,5.37333
2142,94.70184549857497,36.26538369965385,94.7040268575,36.2657941534,0.005449,0.0011733,140.35,3453032725349523072,94.7040268575,3.5921,36.2657941534,4.262,,,,,,,,,71,0.8642,75.7,2.056,0.4208,3,,,7,,false,103.461,1.86011,20.650427,38.457,16.7878,21.376104,104.455,19.700571,1.381,1.675533,,,0,,,151510947039359555,1237673706644637884,,,0.019714,0.473969,0.147994,20.650427,0.019714,103.461,0.089,3.5921,4.262,-0.9086,6.501792
2146,39.441555727316675,-72.54810843035295,39.44124156664,-72.54919251878,0.001197,0.0010754,168.85,4644085847255441792,39.44134618182,0.0532,-72.54918767717,0.0605,0.2435,0.0589,4.1353,7.142,7.059,0.067,1.089,0.075,365,-0.8765,349.88,0.0,0.0,31,,,28,0.967,false,2075.7,1.64302,17.394455,1085.17,14.2333,17.749802,1389.81,16.89051,1.192,0.859291,,,0,,,,,491744366,,0.002886,0.014512,0.009479,17.394455,0.002886,2075.7,-0.012,1.0802,1.1926,-0.0407,3.917429
2148,193.75099493163074,-58.786088707733064,193.75020233676,-58.78700164229,0.0083033,0.0061111,20.41,6057147709913534208,193.75016444281,0.3105,-58.7869999555,0.3492,-0.0393,0.5187,-0.0757,4.435,-4.418,0.399,0.38,0.498,413,1.6172,474.82,1.229,1.301,95,1.5365,0.0963,22,1.056,false,176.97,0.63593,20.067616,66.1708,4.33003,20.786875,154.27,19.277191,1.246,1.509684,,,0,,,,,,,0.004776,0.071102,0.027821,20.066388,0.004773,177.171,-0.026,6.4177,8.0686,0.1994,3.603887
2150,261.67154273614864,-2.4624859912646286,261.67268661516,-2.46394031786,0.0127068,0.0089972,92.88,4369988353051789440,261.67263104431,0.6003,-2.46400512421,0.4686,0.9646,0.6563,1.4697,19.201,-12.492,0.78,-14.581,0.542,362,2.5684,476.55,2.46,3.802,95,1.194,0.1262,18,1.097,false,157.984,0.722634,20.190832,60.6119,7.37191,20.882147,211.83,18.932926,1.724,1.949221,,,0,,,105042616726483678,,200611288,,0.005679,0.132082,0.041305,20.182888,0.005648,159.144,0.397,12.6988,9.0085,-0.0353,6.658646
2153,122.01455120526964,-43.304702025870014,122.01130927885,-43.30591439848,0.0019534,0.0013709,158.54,5533235852389524608,122.01130927885,1.4623,-43.30591439848,1.8859,,,,,,,,,80,2.7062,112.39,3.833,1.338,3,,,9,,false,73.5835,1.04493,21.020414,38.3118,6.19819,21.38021,49.1654,20.518747,1.189,0.861464,,,0,,,,,,,0.015662,0.175676,0.180862,21.020414,0.015662,73.5835,-0.016,1.4623,1.8859,-0.239,9.548878
2154,293.36276909400704,86.39793181917116,293.34175432361,86.39638344367,4.551E-4,4.223E-4,15.98,2304802738071214720,293.34192512539,0.0199,86.3963901605,0.0217,0.8638,0.0223,38.7839,2.849,2.415,0.027,1.511,0.028,438,16.7306,1160.45,0.229,21.67,31,,,28,1.619,false,27544.6,10.2041,14.587277,13627.9,16.801,15.002468,20467.3,13.970243,1.238,1.032226,,,0,,,211672933422896600,,,882012655,0.002785,0.003095,0.003886,14.587277,0.002785,27544.6,0.018,0.4249,0.4527,0.0396,7.326127
2155,45.008865768412896,68.20429209098984,45.01183271091,68.20571498442,0.0281632,0.0103531,159.93,540861284512307840,45.01181728944,0.7556,68.20572005594,1.1057,2.2599,1.7676,1.2785,1.721,-1.288,0.838,1.141,1.629,222,1.0385,268.34,2.624,1.474,95,1.2563,0.2384,15,1.049,false,94.2536,0.740145,20.751621,36.7562,5.85528,21.425217,97.3883,19.776628,1.423,1.648588,,,0,,,189840450118897647,,,,0.00896,0.172981,0.09974,20.748468,0.008937,94.5277,0.135,13.7114,26.6899,-0.6043,6.478118
2158,316.4843005881492,38.24923447538876,316.48388206219,38.2483044437,0.0069685,0.0062235,172.38,1871927651624492544,316.48387209734,0.2501,38.24829859155,0.2948,-0.1096,0.3753,-0.292,2.199,-1.761,0.387,-1.317,0.428,408,0.1455,423.9,0.0,0.0,95,1.4826,0.082,24,1.004,false,200.776,0.734119,19.93059,82.8389,5.23491,20.542955,166.557,19.193989,1.242,1.348967,,,0,,,153893164838948522,,,,0.004832,0.068669,0.032847,19.931279,0.004834,200.648,-0.011,6.2374,6.956,-0.0298,3.55105
2161,289.3546514596157,16.99016776565057,289.35477351481,16.98893137332,0.0050609,0.0030355,13.97,4513372228462411392,289.35477351481,3.189,16.98893137332,4.9656,,,,,,,,,70,2.6647,99.47,7.418,2.9,3,,,6,,false,68.1083,1.64367,21.104366,36.5645,10.6099,21.430895,84.0534,19.936506,1.771,1.494389,,,0,,,128382893547037224,,,,0.026347,0.31506,0.23441,21.104366,0.026347,68.1083,0.501,3.189,4.9656,0.2426,4.470805
2166,191.17347052929443,-76.16241268968542,191.18088197125,-76.16098014411,0.0013817,0.0011799,18.8,5837308198236163584,191.18079572697,0.0603,-76.16097532137,0.0597,0.195,0.0701,2.7814,4.767,-4.642,0.074,1.085,0.085,379,1.3336,429.54,0.228,1.21,31,,,26,1.048,false,2020.36,1.61105,17.423794,755.785,6.90314,18.142546,1834.46,16.589128,1.282,1.553417,,,0,,,,,407082375,,0.002888,0.010302,0.005151,17.423794,0.002888,2020.36,0.005,1.2024,1.3622,0.0963,8.205008
2169,130.73327508117814,-31.448792848271864,130.73153304951,-31.45073964488,0.0086275,0.0068407,23.29,5639632019201111936,130.73151258784,0.3327,-31.45070688809,0.423,2.0036,0.5777,3.4684,8.351,-3.928,0.449,7.37,0.518,451,1.0492,542.19,1.406,1.111,95,1.05,0.1129,25,1.035,false,132.542,0.597794,20.381481,31.8974,4.26668,21.579155,165.907,19.198236,1.492,2.380919,,,0,,,70251307316139427,,,,0.005619,0.145258,0.036266,20.365925,0.005558,134.455,0.103,7.1496,8.3734,0.1677,8.81712
2170,81.21274067850739,61.14185383631093,81.20893647502,61.14145212286,0.0040799,0.0030103,134.8,286068908090909568,81.20894182443,0.2036,61.14144795703,0.18,0.2379,0.2513,0.9467,1.103,0.581,0.218,-0.937,0.218,485,-0.9545,470.57,0.0,1.835E-15,31,,,22,0.969,false,367.865,0.773668,19.273148,118.575,6.39785,20.153563,328.691,18.455927,1.216,1.697636,,,0,,,181370812089100484,1237667206208619583,,756176935,0.003579,0.058649,0.021275,19.273148,0.003579,367.865,-0.079,3.589,3.5815,-0.295,6.766251
2171,320.4130433783287,59.43426710190542,320.41470520878,59.43414682589,0.0055709,0.0053375,129.62,2191275826046812032,320.41469501341,0.2373,59.43414051655,0.2623,0.4995,0.2699,1.8505,1.837,-1.167,0.341,-1.42,0.333,310,0.6371,335.37,0.0,0.0,31,,,26,1.025,false,273.823,0.792251,19.593695,100.512,4.95219,20.332994,236.74,18.812214,1.232,1.520781,,,0,,,179323204147101713,,,,0.004179,0.053566,0.017481,19.593695,0.004179,273.823,-0.041,5.4772,5.4336,-0.042,3.072969
2172,242.85781065895776,-67.29083389826634,242.85535545626,-67.29083094562,0.0200708,0.008645,16.63,5821378027097887872,242.85533153771,0.4254,-67.2908199809,0.778,-1.8128,0.9673,-1.8741,3.225,-2.078,0.616,2.467,1.185,464,-2.6816,458.69,0.0,0.0,95,1.0529,0.1483,19,0.912,false,99.0167,0.617316,20.698095,56.8056,5.41747,20.952564,107.477,19.669611,1.659,1.282953,,,0,,,,,,,0.007308,0.103583,0.050364,20.699459,0.007316,98.8924,0.414,10.0807,19.3896,0.4604,3.41224
2175,330.3958181266284,70.10018174651867,330.39994181203,70.10214935894,0.0015245,0.0012058,80.28,2223601227381837568,330.39993908643,0.066,70.10213775107,0.0609,0.3677,0.0695,5.2922,2.62,-0.209,0.094,-2.612,0.075,383,0.1195,397.09,0.0,0.0,31,,,28,1.003,false,1570.85,1.40682,17.697033,701.738,12.6049,18.223104,1269.88,16.988493,1.255,1.234612,,,0,,,192123303999163348,1237663272023557351,,801146368,0.002922,0.019701,0.008501,17.697033,0.002922,1570.85,0.015,1.5164,1.216,0.0786,8.700852
2176,121.57989519094266,-35.7699107841486,121.58118459174,-35.77209718415,0.0024518,0.0021251,0.55,5544809964619330048,121.58117847314,0.096,-35.7720966398,0.1074,-0.0494,0.1261,-0.3919,1.124,-1.117,0.133,0.122,0.152,399,0.1918,417.28,0.136,0.1396,31,,,28,1.006,false,825.626,1.15638,18.395409,199.144,8.3498,19.590622,995.232,17.253084,1.447,2.337538,,,0,,,,,,,0.003147,0.045609,0.009254,18.395409,0.003147,825.626,0.064,2.1252,2.4517,0.0028,8.725684
2179,41.78088795287256,57.81835265547889,41.77883047477,57.81662056887,0.0035323,0.0029128,20.52,460901633549206400,41.77884668104,0.1342,57.81661179131,0.1502,0.2013,0.2034,0.99,2.77,1.942,0.186,-1.975,0.217,302,-0.0973,306.92,0.0,0.0,31,,,19,0.995,false,571.136,1.08469,18.795517,176.61,7.40475,19.721006,564.349,17.869026,1.297,1.85198,,,0,,,177380417788300641,,,740122299,0.003441,0.045607,0.014762,18.795517,0.003441,571.136,-0.017,2.9958,3.4621,0.1264,7.378692
2183,178.62069052267512,-53.058869692038215,178.61784755405,-53.05754935747,8.492E-4,5.994E-4,45.98,5368424934916780800,178.61779317677,0.037,-53.0575451207,0.037,0.4125,0.0548,7.5305,7.415,-7.353,0.046,0.953,0.046,559,1.2567,622.7,0.126,0.8262,31,,,29,1.037,false,3288.99,2.50437,16.89471,1473.7,6.70656,17.417519,2562.4,16.226278,1.227,1.19124,,,0,,,,,410980530,,0.002877,0.005674,0.004989,16.89471,0.002877,3288.99,-0.008,0.7392,0.7308,0.3348,7.773593
2185,83.34129145824032,70.43699666726872,83.33586349027,70.43698878987,0.0202456,0.0135073,169.24,486126083853542272,83.33590607994,0.57,70.43697395733,0.8897,1.217,1.1853,1.0268,4.63,3.209,0.86,-3.337,1.262,253,3.1365,334.19,2.426,1.672,95,1.3081,0.2408,17,1.143,false,84.0332,0.68366,20.87624,40.3987,7.82832,21.322622,116.361,19.583372,1.865,1.73925,,,0,,,192520833356415282,,,,0.009253,0.210409,0.086643,20.871721,0.009218,84.3838,0.565,13.7975,20.049,-0.1508,6.543128
2186,85.3268638554875,-22.192988532239923,85.32714637175,-22.19344491701,0.0019985,0.0014567,127.67,2964253803406618880,85.32714637175,1.8152,-22.19344491701,1.6796,,,,,,,,,92,-1.4068,69.16,0.0,0.0,3,,,8,,false,71.2041,1.33806,21.056105,66.2638,10.3438,20.78535,58.4063,20.331747,1.751,0.453604,,,0,,,81360853271548156,,,,0.020588,0.169507,0.272955,21.056105,0.020588,71.2041,0.575,1.8152,1.6796,-0.297,1.893731
2187,61.67641558859935,48.12267816734138,61.67789162098,48.12317821784,0.0040211,0.0017678,83.22,246371869702671872,61.67789162098,3.9984,48.12317821784,1.8185,,,,,,,,,112,5.6883,212.59,7.796,5.858,3,,,4,,false,80.9262,1.53199,20.917145,29.5917,10.1053,21.660616,105.727,19.68743,1.672,1.973187,,,0,,,165740616779618495,,,,0.020738,0.37078,0.114763,20.917145,0.020738,80.9262,0.341,3.9984,1.8185,0.2103,3.977751
2188,225.35011945462452,-16.67458095705223,225.35173970614,-16.67395346407,0.0018574,0.0013546,91.48,6305989323222683392,225.35172485763,0.0818,-16.67396387125,0.0626,0.2649,0.0884,2.9967,3.966,-3.2,0.115,-2.342,0.085,210,-0.1785,208.8,0.0,1.404E-15,31,,,15,0.99,false,2135.54,1.90677,17.363596,1119.51,8.73766,17.715973,1477.73,16.82391,1.216,0.892063,,,0,,,87992253517601618,,166272760,,0.002921,0.008922,0.011204,17.363596,0.002921,2135.54,0.009,1.8571,1.355,-0.0165,6.026997
2189,246.31682361760247,-66.86807639996495,246.31315329673,-66.86903668842,0.0080669,0.0055653,2.17,5821626203190540672,246.3131494062,0.2847,-66.86903507786,0.3868,-0.7634,0.6156,-1.2401,0.5,-0.344,0.342,0.362,0.499,629,1.275,723.33,1.315,1.155,95,1.2988,0.1034,26,1.036,false,135.52,0.560839,20.357359,55.6215,3.50511,20.975435,108.024,19.664097,1.208,1.311338,,,0,,,,,,,0.005271,0.068477,0.055046,20.358441,0.005275,135.385,-0.041,5.5697,8.0638,0.0287,6.236528
2195,203.0501221818793,-59.774950936254946,203.04759791951,-59.77529168425,0.019468,0.007156,31.99,5869912806832812416,203.04754513596,0.4975,-59.77527798631,0.6271,1.8303,0.8934,2.0487,6.726,-5.978,0.753,3.082,1.075,494,6.7764,826.85,3.475,7.9,95,1.1025,0.135,21,1.224,false,129.241,0.877003,20.408867,49.3798,4.2791,21.10467,160.005,19.237564,1.62,1.867106,,,0,,,,,335132156,,0.007866,0.094128,0.047474,20.402299,0.007824,130.025,0.303,11.9678,16.9406,0.7265,4.736144
2197,59.970143412182,64.99364778765076,59.9660092072,64.9928678109,0.0112671,0.0070804,176.45,488981584270721536,59.96604323051,0.3843,64.99285283257,0.4806,0.2448,0.6565,0.3728,4.672,3.236,0.435,-3.37,0.701,450,2.7456,563.62,1.683,1.366,95,1.3242,0.1314,22,1.093,false,125.094,0.610415,20.444273,59.7394,7.2896,20.89789,136.162,19.412756,1.566,1.485134,,,0,,,185990599659502197,,,,0.005972,0.132515,0.058466,20.443361,0.005968,125.2,0.298,7.1011,11.254,-0.0594,6.889632
2199,242.26878831993423,-37.29661928152325,242.26919107114,-37.29536063615,0.0031676,0.0011454,106.74,5998450011068932864,242.26919107114,3.0511,-37.29536063615,1.4268,,,,,,,,,160,-0.2237,150.44,0.0,0.0,3,,,7,,false,81.7096,0.969681,20.906685,30.6876,5.58449,21.621134,65.0235,20.21522,1.171,1.405914,,,0,,,,,,,0.013176,0.1976,0.099234,20.906685,0.013176,81.7096,-0.088,3.0511,1.4268,-0.5527,4.675624
2200,106.52457903635424,68.17559878047612,106.53145631929,68.17460107341,0.0052185,0.0031893,16.22,1103074427702155776,106.53146877469,0.1444,68.17460558918,0.2592,0.4976,0.3665,1.3576,1.455,1.042,0.212,1.016,0.313,934,1.0107,1024.03,0.781,1.137,95,1.3444,0.0533,29,1.023,false,216.828,0.486451,19.847076,79.6694,5.32779,20.585314,219.109,18.896244,1.378,1.68907,,,0,,,189811065314240317,,,,0.003678,0.072661,0.031387,19.843323,0.003672,217.579,0.084,3.3916,5.0893,0.2651,9.880361
2202,80.57542726154104,56.59746709871325,80.57296072622,56.59757833995,0.0028234,0.0020425,120.97,267907312461913472,80.57296332523,0.1603,56.59756688208,0.1207,0.4358,0.1875,2.3244,2.598,0.322,0.16,-2.578,0.137,508,0.8761,553.99,0.111,0.08884,31,,,20,1.027,false,758.994,0.990246,18.48677,253.533,6.41787,19.328457,746.082,17.56593,1.317,1.762528,,,0,,,175910805729797825,,,733194625,0.003098,0.027625,0.012782,18.48677,0.003098,758.994,0.014,2.6393,2.2755,-0.2792,4.904706
2208,186.26305020158972,-44.1354737086684,186.26223794721,-44.13423427295,0.0013512,8.509E-4,64.24,6145259616804391168,186.26218080314,0.0685,-44.13422836693,0.0376,0.26,0.0922,2.8207,9.323,-9.228,0.078,1.329,0.059,762,-0.2879,775.83,0.0,0.0,31,,,21,0.992,false,1664.89,1.03227,17.633904,945.328,6.92675,17.899586,1042.09,17.203129,1.194,0.696457,,,0,,,,,94220233,,0.002836,0.008431,0.007778,17.633904,0.002836,1664.89,0.002,1.2719,0.9655,0.3511,4.93087
2209,274.30497570749156,8.240892911171713,274.30353007425,8.2387466502,0.0051369,0.0017176,72.6,4478261935965438080,274.30353007425,4.9287,8.2387466502,2.2462,,,,,,,,,61,1.4466,71.96,2.376,0.4519,3,,,6,,false,81.2292,1.4461,20.913086,50.3892,14.1596,21.082699,77.3869,20.026228,1.573,1.056471,,,0,,,117882743035166974,,,,0.019524,0.30511,0.063626,20.913086,0.019524,81.2292,0.351,4.9287,2.2462,0.604,9.285883
2214,256.54272086951306,37.51636573239274,256.54058294301,37.51524618665,0.006619,0.005456,31.15,1339524506336727040,256.54070951577,0.2617,37.51520585116,0.2883,1.074,0.313,3.4315,24.344,22.589,0.362,-9.076,0.392,390,1.2745,443.03,1.33,2.548,95,1.3209,0.0833,29,1.045,false,216.198,0.716586,19.850239,67.2135,5.14852,20.769901,251.412,18.74693,1.474,2.022972,,,0,,,153012565406568829,1237654953744925676,,,0.004532,0.083214,0.033169,19.841029,0.004508,218.04,0.136,5.7902,6.3288,0.1697,7.315201
2215,300.55503989620985,42.98445482377571,300.55601986764,42.98428046481,0.0070483,0.0050941,159.34,2075722445373312768,300.55599983228,0.2541,42.98425919696,0.2981,0.1116,0.307,0.3634,5.812,-3.298,0.337,-4.785,0.425,361,0.8327,397.82,0.661,0.4628,31,,,27,1.03,false,214.188,0.721338,19.860376,80.3882,5.0664,20.575562,161.7,19.226122,1.13,1.34944,,,0,,,159583005560081810,,,,0.004578,0.068485,0.027807,19.860376,0.004578,214.188,-0.122,5.3763,6.8355,-0.2132,2.656033
2216,69.83343416544217,61.81875337206952,69.8390943974,61.81897761934,0.0019114,0.0010948,0.53,472489287809348992,69.8390943974,1.0949,61.81897761934,1.9113,,,,,,,,,273,0.9508,289.92,0.0,1.228E-15,3,,,8,,false,81.2773,0.726067,20.912443,46.5887,9.51269,21.167841,74.7096,20.064455,1.492,1.103386,,,0,,,182180698390793522,,,,0.010083,0.221708,0.108812,20.912443,0.010083,81.2773,0.266,1.0949,1.9113,0.0109,9.656978
2218,211.26165602476868,-75.33678531481505,211.2551413955,-75.33556738786,0.0045007,0.0038333,19.77,5790268818760143104,211.2550357344,0.2114,-75.33558111125,0.2,0.1038,0.2607,0.3982,6.764,-6.019,0.239,-3.088,0.274,310,0.2132,324.68,0.0,0.0,31,,,24,1.008,false,344.977,0.898991,19.342894,151.819,6.02582,19.885227,233.812,18.82573,1.118,1.059498,,,0,,,,,405885267,,0.003949,0.043184,0.025378,19.342894,0.003949,344.977,-0.105,3.9154,4.4294,0.1021,7.380504
2227,194.78339442613492,-10.705406334109881,194.78518765605,-10.70491862011,0.0030294,0.0018175,122.36,3625645777344912896,194.78529349985,0.1179,-10.70509363568,0.0846,3.7241,0.1452,25.6529,45.807,23.4,0.169,-39.378,0.139,332,1.9386,396.88,0.253,0.8955,31,,,17,1.076,false,1391.46,1.61416,17.828686,255.564,8.64225,19.319794,1697.72,16.67323,1.404,2.646565,,,0,,,95151947853114329,,,397070536,0.00303,0.036822,0.006509,17.828686,0.00303,1391.46,-0.025,2.7376,2.233,-0.4345,6.581782
2233,270.5157542364037,-0.6194863148737682,270.51784319585,-0.62015752848,0.0019641,0.0017273,78.44,4179245831782833152,270.51782729589,0.0908,-0.62019410766,0.0823,0.818,0.1186,6.8951,8.974,-3.577,0.121,-8.23,0.106,313,-1.4525,285.43,0.0,0.0,31,,,15,0.941,false,1516.58,1.69179,17.7352,477.279,16.8379,18.641611,1511.63,16.799282,1.311,1.842329,,,0,,,107252705178706215,1237659088719840154,275306920,447222963,0.00301,0.038405,0.009453,17.7352,0.00301,1516.58,-0.002,1.9551,1.7374,0.0505,7.898509
2234,205.7793795707664,-48.564490374721274,205.77721205981,-48.56394140588,0.0018343,0.0014416,140.95,6070829207955231360,205.77714979164,0.0548,-48.56393184627,0.0797,0.0656,0.1071,0.6127,9.518,-9.272,0.1,2.151,0.103,334,1.9001,395.4,0.283,2.255,31,,,16,1.074,false,2294.57,1.76122,17.285612,1040.6,7.09903,17.795336,1753.57,16.638088,1.218,1.157248,,,0,,,,,319841805,,0.002879,0.007915,0.006855,17.285612,0.002879,2294.57,-0.014,1.609,1.6894,-0.2316,5.529154
2241,274.91642914336757,60.573382131997334,274.91984149947,60.5727120672,0.0079655,0.0073473,1.06,2158167228825904896,274.9199048204,0.352,60.57266479991,0.3612,1.4521,0.3642,3.9868,12.732,7.0,0.465,-10.635,0.495,297,3.0717,400.49,1.69,2.511,95,1.2434,0.1135,26,1.129,false,198.566,0.854178,19.942606,58.765,8.95544,20.915747,250.923,18.749046,1.56,2.1667,,,0,,,180682749199767957,,,,0.005423,0.165483,0.033717,19.930869,0.00538,200.724,0.201,7.3475,7.9653,0.003,6.499732
2242,39.0029014883835,41.52919977911887,39.00418079059,41.52682014395,0.0189553,0.0141147,40.45,338510188192784256,39.00418813529,0.8074,41.52680198386,0.7141,0.6919,1.0157,0.6811,4.269,1.237,1.028,-4.086,1.067,103,1.2457,122.77,1.229,0.457,95,1.3561,0.2679,10,1.087,false,141.304,1.22006,20.311977,46.7808,9.45738,21.163372,137.904,19.398954,1.307,1.764418,,,0,,,157830390042182843,,,,0.009771,0.219514,0.075829,20.307065,0.009731,141.945,0.004,16.3277,17.0861,0.2833,9.234476
2243,260.7564406284727,-45.64994283876444,260.75629002046,-45.64999596232,0.0154215,0.0125937,116.99,5952775232898226432,260.75626549047,0.6956,-45.65002019707,0.5421,0.5452,0.8002,0.6814,6.68,-3.858,0.918,-5.453,0.81,238,0.241,251.29,0.0,0.0,95,1.4591,0.1613,15,1.01,false,140.862,1.00217,20.315384,,,,,,,,,,0,,,,,,,0.008201,,,20.315384,0.008201,140.862,,14.8831,13.2256,-0.1627,0.424528
2246,3.5491611487443775,-87.28694869268871,3.57453852161,-87.28761496479,0.0075475,0.0066489,137.63,4613167094951085056,3.57533296186,0.2952,-87.28761811469,0.292,1.084,0.313,3.4628,8.488,8.459,0.439,-0.709,0.45,272,-0.242,274.73,0.0,0.0,95,1.3295,0.0937,23,0.988,false,252.403,0.960778,19.68213,61.4232,5.77486,20.86771,317.257,18.494366,1.5,2.373344,,,0,,,,,,,0.004967,0.102116,0.028227,19.666709,0.004919,256.014,0.112,7.0712,7.1533,-0.1256,4.944564
2249,29.721187145822185,43.66684959352543,29.72158451952,43.66867942433,6.176E-4,4.804E-4,36.92,346608400570125696,29.72163438764,0.0267,43.66860781689,0.0253,1.147,0.0315,36.4576,18.04,8.116,0.033,-16.112,0.036,193,0.3937,202.71,0.047,0.3698,31,,,14,1.019,false,15692.1,4.3335,15.198162,7462.54,24.8067,15.656325,11691.3,14.578241,1.221,1.078084,,,0,,,160400297216373013,,,669034051,0.002772,0.004562,0.004204,15.198162,0.002772,15692.1,-0.004,0.534,0.572,0.2369,6.668172
2258,175.28269645552064,-38.076132311702096,175.2836797672,-38.07792555372,0.0051851,0.0044691,30.95,5385126619606981248,175.2836797672,4.6692,-38.07792555372,5.0057,,,,,,,,,262,29.0505,1636.15,34.857,73.05,3,,,13,,false,58.6953,1.18739,21.26586,237.556,10.468,19.39913,682.606,17.66247,15.677,1.73666,,,0,,,,,85044273,,0.022136,0.047925,0.025301,21.26586,0.022136,58.6953,14.377,4.6692,5.0057,0.1304,7.031403
